numberOfFunction,slocP,program_length,gender,blankLine,loc,program_vocabulary,comments,continent,memory,cyclomatic_complexity,volume,effort,calculated_estimated_program_length,difficulty,time,lsloc
1,0,734,male,0,52,108,52,Eastern,58700 KB,0,4958.087427,198323.4971,626.824597,40,202 ms,0
4,61,474,male,1,81,74,20,Eastern,16600 KB,21,2943.280895,167767.011,385.6555921,57,1450 ms,60
5,64,670,male,0,76,90,12,Eastern,13700 KB,25,4349.541575,247923.8697,495.8441109,57,342 ms,64
4,64,451,male,0,76,72,12,Eastern,18200 KB,20,2782.636176,105740.1747,372.3949821,38,1341 ms,64
3,76,539,male,2,107,58,31,Western,27700 KB,24,3157.451756,113668.2632,284.2247957,36,1887 ms,74
5,66,589,male,0,82,88,16,Eastern,92300 KB,17,3804.605223,216862.4977,481.2514689,57,265 ms,66
4,72,541,male,0,88,77,16,Eastern,35600 KB,22,3390.331519,203419.8911,405.6268983,60,904 ms,72
4,77,565,male,0,96,73,19,Western,15000 KB,24,3497.250876,199343.2999,378.9461511,57,405 ms,77
4,77,565,male,0,96,73,19,Western,12900 KB,24,3497.250876,199343.2999,378.9461511,57,577 ms,77
5,96,546,male,0,109,88,13,Western,14600 KB,23,3526.849664,201030.4308,481.2514689,57,420 ms,96
1,5,641,male,0,68,96,63,Eastern,7400 KB,6,4220.960963,168838.4385,537.6344164,40,1341 ms,5
1,5,641,male,0,68,96,63,Eastern,7400 KB,6,4220.960963,168838.4385,537.6344164,40,1357 ms,5
4,71,572,male,0,82,80,11,Eastern,19300 KB,21,3616.14287,289291.4296,425.7542476,80,842 ms,71
5,65,616,male,0,80,92,15,Eastern,15700 KB,26,4018.514165,305407.0765,509.7104706,76,405 ms,65
5,0,750,male,0,92,113,92,Eastern,24400 KB,0,5115.134222,306908.0533,664.7343166,60,1216 ms,0
4,78,511,male,3,103,70,25,Eastern,47800 KB,19,3132.063622,119018.4176,359.4212455,38,592 ms,75
2,29,610,male,0,73,95,44,Eastern,10200 KB,8,4007.611921,264502.3868,529.5086837,66,655 ms,29
4,59,528,male,0,73,87,14,Eastern,19700 KB,23,3401.874166,204112.4499,473.9427998,60,374 ms,59
4,64,528,male,0,72,86,8,Eastern,15800 KB,20,3393.06779,142508.8472,466.692323,42,373 ms,64
4,65,482,male,1,79,77,14,Eastern,35400 KB,24,3020.591113,126864.8267,406.3031211,42,716 ms,64
5,59,633,male,0,76,98,17,Eastern,33800 KB,15,4187.111331,251226.6799,552.6400215,60,342 ms,59
7,90,517,male,2,107,55,17,Eastern,23600 KB,26,2988.962972,188304.6672,274.5830481,63,951 ms,88
2,67,550,male,7,86,90,19,Western,13500 KB,17,3570.519203,224942.7098,494.3950605,63,327 ms,60
1,8,658,male,0,71,96,63,Eastern,17600 KB,4,4332.905325,259974.3195,537.6344164,60,842 ms,8
1,8,658,male,0,71,96,63,Eastern,17600 KB,4,4332.905325,259974.3195,537.6344164,60,842 ms,8
1,6,636,female,0,76,86,70,Eastern,8100 KB,4,4087.104384,257487.5762,466.6587689,63,93 ms,6
5,81,579,male,0,91,80,10,Eastern,19700 KB,27,3660.396367,230604.9711,425.8985773,63,467 ms,81
4,71,615,male,0,87,97,16,Eastern,16800 KB,23,4058.946398,170475.7487,544.452116,42,421 ms,71
7,50,651,male,4,71,96,21,Western,17000 KB,25,4286.810588,295789.9306,536.1864584,69,577 ms,46
5,62,405,male,0,79,54,17,Western,27100 KB,21,2330.729438,48945.31821,269.4968818,21,405 ms,62
5,59,623,male,1,81,88,22,Eastern,25100 KB,23,4024.225898,338034.9755,480.5611817,84,904 ms,58
4,60,467,male,1,80,70,20,Eastern,16600 KB,21,2862.375169,108770.2564,359.7107722,38,1404 ms,59
8,88,655,male,0,98,93,10,Eastern,13700 KB,24,4283.149021,256988.9413,516.4569079,60,452 ms,88
8,88,655,male,0,98,93,10,Eastern,13700 KB,24,4283.149021,256988.9413,516.4569079,60,390 ms,88
6,88,597,male,4,115,92,27,Western,17800 KB,19,3894.566488,233673.9893,508.9533246,60,498 ms,84
5,76,613,male,0,93,80,17,Eastern,19400 KB,21,3875.341922,220894.4896,425.8985773,57,1341 ms,76
6,73,681,male,0,94,101,21,Eastern,12500 KB,30,4534.24202,181369.6808,574.0730679,40,327 ms,73
6,58,576,male,0,68,92,10,Eastern,209800 KB,22,3757.571687,202908.8711,511.3291757,54,514 ms,58
4,65,37,male,1,92,22,27,Eastern,46600 KB,25,164.9989699,1319.991759,81.09650878,8,1543 ms,64
6,60,599,male,0,77,75,17,Eastern,12100 KB,23,3731.062396,201477.3694,392.17102,54,561 ms,60
5,53,610,female,0,68,93,15,Eastern,17200 KB,23,3988.886875,239333.2125,516.4569079,60,935 ms,53
1,13,682,male,0,97,85,84,Eastern,14100 KB,6,4371.204618,249158.6633,460.4869215,57,93 ms,13
1,13,682,male,0,97,85,84,Eastern,14100 KB,6,4371.204618,249158.6633,460.4869215,57,93 ms,13
6,56,683,male,0,80,101,24,Eastern,33600 KB,32,4547.558443,313781.5325,572.0586342,69,1606 ms,56
6,73,681,male,0,94,101,21,Eastern,12500 KB,30,4534.24202,181369.6808,574.0730679,40,327 ms,73
4,67,688,male,0,79,98,12,Eastern,17600 KB,25,4550.920373,259402.4612,553.2066264,57,312 ms,67
5,73,512,male,0,85,73,12,Eastern,15800 KB,22,3169.190174,171136.2694,378.8670746,54,779 ms,73
1,89,641,male,0,96,93,7,Western,12500 KB,22,4191.600798,238921.2455,517.3960298,57,1466 ms,89
1,17,662,male,1,142,79,125,Eastern,27400 KB,8,4173.102855,237866.8628,419.0808777,57,623 ms,16
4,76,573,male,0,87,82,11,Eastern,16900 KB,20,3642.877299,145715.0919,439.3544556,40,467 ms,76
6,75,590,male,6,86,86,11,Eastern,27600 KB,22,3791.496205,136493.8634,468.3101095,36,514 ms,69
6,68,681,male,14,94,101,26,Eastern,12500 KB,30,4534.24202,181369.6808,574.0730679,40,265 ms,54
8,92,672,male,0,104,90,12,Eastern,15200 KB,31,4362.525281,174501.0112,495.0699333,40,358 ms,92
6,84,646,male,0,95,78,11,Eastern,14500 KB,25,4060.369833,89328.13633,413.1887278,22,295 ms,84
5,72,606,male,0,100,94,28,Western,13000 KB,19,3972.080844,238324.8506,523.2394163,60,389 ms,72
6,46,783,male,1,70,114,24,Eastern,15300 KB,27,5350.152881,214006.1152,672.3766729,40,358 ms,45
4,68,540,male,0,97,83,29,Western,22900 KB,22,3442.521293,137700.8517,446.1369639,40,452 ms,68
4,69,524,male,0,91,78,22,Western,17800 KB,18,3293.550763,197613.0458,412.2983693,60,1528 ms,69
5,50,544,male,0,76,88,26,Western,39600 KB,21,3513.930801,210835.848,480.9553238,60,358 ms,50
4,64,537,male,0,72,86,8,Eastern,15800 KB,19,3450.904173,144937.9753,466.692323,42,404 ms,64
6,81,531,male,0,96,78,15,Eastern,19400 KB,23,3337.548578,200252.9147,412.2983693,60,358 ms,81
4,66,472,male,0,80,68,14,Western,15500 KB,17,2873.282461,163777.1003,346.6279634,57,483 ms,66
5,56,584,male,0,74,80,18,Eastern,50900 KB,36,3692.006007,210444.3424,425.7903187,57,1325 ms,56
3,62,430,male,6,86,50,24,Eastern,33800 KB,16,2426.858162,46110.30507,244.1844343,19,748 ms,56
3,0,638,male,0,87,79,87,Eastern,13300 KB,0,4021.812117,160872.4847,419.0078103,40,374 ms,0
7,81,609,male,0,117,97,36,Western,22700 KB,19,4019.346921,253218.856,544.452116,63,795 ms,81
5,79,513,male,0,97,86,18,Western,15900 KB,22,3296.673819,197800.4291,466.9609738,60,280 ms,79
6,57,669,male,0,85,89,28,Western,15400 KB,20,4332.265665,246939.1429,488.323496,57,467 ms,57
5,70,538,male,0,91,80,21,Eastern,27700 KB,22,3401.197315,193868.247,425.7903187,57,1060 ms,70
6,56,728,male,0,79,98,23,Western,23600 KB,27,4815.508767,385240.7013,552.134363,80,514 ms,56
4,86,597,male,0,90,99,4,Eastern,8400 KB,19,3957.725902,150393.5843,560.5441223,38,405 ms,86
4,66,383,male,0,82,43,16,Eastern,30100 KB,17,2078.259401,41565.18802,221.6596322,20,452 ms,66
6,74,559,male,0,89,75,15,Eastern,20100 KB,22,3481.909648,188023.121,392.2479866,54,1450 ms,74
5,90,504,male,2,107,80,17,Eastern,17400 KB,25,3186.25176,133822.5739,426.079159,42,686 ms,88
6,61,608,male,0,85,100,24,Eastern,98600 KB,21,4039.464563,278723.0549,564.8477751,69,764 ms,61
6,78,632,male,0,90,85,12,Eastern,11300 KB,25,4050.735072,218739.6939,460.8279746,54,1403 ms,78
3,59,617,male,0,74,81,15,Eastern,36600 KB,21,3911.687452,148644.1232,432.6080183,38,1419 ms,59
9,82,701,male,2,106,89,24,Eastern,12600 KB,33,4539.489135,272369.3481,487.7378322,60,140 ms,80
6,76,644,female,4,108,81,32,Eastern,16400 KB,25,4082.863402,138817.3557,433.6087556,34,514 ms,72
4,61,547,male,1,86,78,25,Eastern,16600 KB,21,3438.115014,206286.9008,412.2983693,60,514 ms,60
6,58,498,male,0,80,86,22,Western,15100 KB,20,3200.279848,192016.7909,466.7930215,60,311 ms,58
5,56,569,male,0,77,87,21,Eastern,23700 KB,19,3666.034849,175969.6728,474.5420279,48,389 ms,56
1,10,752,male,0,88,90,78,Eastern,11800 KB,4,4881.873528,278266.7911,495.424379,57,436 ms,10
5,80,638,male,4,98,83,18,Eastern,16300 KB,25,4067.275157,244036.5094,446.2065082,60,389 ms,76
6,73,589,male,0,94,83,21,Eastern,18500 KB,26,3754.898225,236558.5882,446.1369639,63,468 ms,73
5,91,577,male,0,115,70,24,Western,25500 KB,21,3536.596301,141463.852,360.541081,40,997 ms,91
4,52,447,male,10,69,81,17,Western,15800 KB,19,2833.912951,113356.5181,432.536756,40,795 ms,42
4,82,534,male,0,103,78,21,Western,17400 KB,20,3356.404785,201384.2871,412.4094067,60,1700 ms,82
5,75,0,male,0,120,0,45,Western,18500 KB,23,0,0,0,0,342 ms,75
4,65,567,male,0,74,90,9,Western,15800 KB,27,3680.880706,220852.8423,495.0699333,60,1309 ms,65
4,63,510,male,0,95,92,32,Western,73000 KB,14,3327.016598,139734.6971,508.4501668,42,374 ms,63
5,57,697,male,15,87,88,30,Western,19300 KB,24,4502.223838,405200.1454,482.043467,90,1466 ms,42
5,82,547,male,0,97,85,15,Western,17400 KB,24,3505.936842,199838.4,460.2145365,57,373 ms,82
4,63,583,male,0,96,81,33,Western,36800 KB,24,3696.132552,210679.5554,432.75063,57,1575 ms,63
5,69,537,male,0,88,74,19,Western,15800 KB,22,3334.476457,266758.1166,385.8508604,80,841 ms,69
5,75,621,male,0,88,98,13,Western,18100 KB,18,4107.734813,164309.3925,552.134363,40,732 ms,75
5,60,600,male,0,76,87,16,Western,9500 KB,20,3865.766098,146899.1117,474.2088866,38,560 ms,60
5,75,623,male,0,88,98,13,Western,18100 KB,18,4120.964233,164838.5693,552.134363,40,702 ms,75
5,69,598,male,8,92,89,23,Western,17000 KB,23,3872.488592,154899.5437,487.7378322,40,966 ms,61
3,68,659,male,0,94,93,26,Western,15000 KB,22,4309.305657,245630.4224,516.8946117,57,405 ms,68
6,83,586,male,0,99,83,16,Western,15100 KB,22,3735.773107,212939.0671,446.3456778,57,295 ms,83
3,64,609,male,1,82,83,18,Western,17000 KB,21,3882.399014,295062.325,446.5546348,76,1669 ms,63
8,69,588,male,0,97,84,28,Western,15800 KB,22,3758.682645,330764.0727,453.092115,88,763 ms,69
5,72,525,male,0,90,83,18,Western,20500 KB,20,3346.895701,180732.3679,446.8336245,54,1465 ms,72
7,88,529,male,0,105,73,17,Western,17800 KB,23,3274.417192,186641.7799,379.1044231,57,358 ms,88
9,78,609,male,0,98,87,20,Western,14200 KB,23,3923.752589,223653.8976,474.5420279,57,374 ms,78
6,75,602,male,0,109,96,34,Western,49900 KB,26,3964.147425,332988.3837,537.2412569,84,623 ms,75
5,92,714,male,0,111,99,19,Western,27900 KB,20,4733.360627,269801.5557,560.5441223,57,342 ms,92
5,70,679,male,0,110,81,40,Western,15800 KB,24,4304.758152,430475.8152,432.536756,100,935 ms,70
6,67,681,male,1,97,106,30,Western,42000 KB,26,4581.71383,288647.9713,609.8980196,63,389 ms,66
5,59,604,male,1,100,93,41,Western,16600 KB,18,3949.651922,248828.0711,515.7710242,63,1263 ms,58
7,45,819,male,0,82,92,37,Western,16800 KB,22,5342.797242,224397.4842,508.4501668,42,499 ms,45
5,68,596,male,8,91,89,23,Western,17000 KB,23,3859.537125,154381.485,487.7378322,40,998 ms,60
5,79,671,male,0,92,98,13,Western,18200 KB,18,4438.470305,177538.8122,552.134363,40,779 ms,79
5,69,462,male,0,97,49,28,Western,30700 KB,24,2593.995948,54473.91491,248.8391595,21,390 ms,69
7,80,756,male,2,103,92,23,Western,11900 KB,26,4931.812839,394545.0271,509.2999891,80,234 ms,78
6,101,829,male,0,117,96,16,Western,20300 KB,30,5458.933913,393043.2417,539.8257144,72,624 ms,101
5,74,530,male,0,99,70,25,Western,169900 KB,22,3248.519999,123443.76,359.7107722,38,1372 ms,74
7,71,554,male,2,97,91,26,Western,16200 KB,23,3605.318231,165844.6386,501.2806672,46,389 ms,69
7,71,723,male,1,102,95,31,Western,156700 KB,33,4750.005605,399000.4708,530.0571158,84,483 ms,70
6,95,844,male,0,117,97,22,Western,20300 KB,28,5570.326439,401063.5036,547.1632103,72,514 ms,95
5,72,558,male,0,97,79,25,Western,14900 KB,23,3517.509657,211050.5794,419.0808777,60,670 ms,72
9,62,668,male,2,87,101,25,Western,211600 KB,27,4447.68527,169012.0403,575.2908578,38,1341 ms,60
4,85,718,male,0,98,100,13,Western,41900 KB,19,4770.288744,271906.4584,568.5814168,57,311 ms,85
4,60,734,female,1,88,104,28,Western,18200 KB,18,4918.122753,452467.2933,593.8467477,92,436 ms,59
7,82,646,male,2,89,76,7,Western,34100 KB,27,4036.161174,322892.8939,398.9944238,80,1528 ms,80
3,65,634,male,26,116,87,51,Western,14900 KB,22,4084.826176,163393.0471,473.7434822,40,716 ms,39
1,80,588,male,0,88,88,8,Western,22500 KB,16,3798.145792,262072.0596,480.5611817,69,529 ms,80
5,71,638,male,4,109,100,38,Western,16600 KB,18,4238.780249,279759.4964,565.4268669,66,561 ms,67
5,85,672,male,0,134,101,49,Western,68500 KB,20,4474.318116,295304.9957,572.689722,66,654 ms,85
5,51,574,male,0,88,92,37,Western,39500 KB,21,3744.524563,235905.0475,508.4501668,63,358 ms,51
6,78,634,male,2,105,85,27,Western,77100 KB,19,4063.553854,243813.2312,459.8746234,60,249 ms,76
8,80,673,male,0,127,91,47,Western,41800 KB,23,4379.745793,192708.8149,501.2172393,44,1372 ms,80
5,72,500,male,8,98,46,26,Western,25600 KB,28,2761.780978,55235.61956,228.3868988,20,935 ms,64
5,83,571,male,0,107,74,24,Western,17800 KB,22,3545.597872,255283.0468,385.4995491,72,1357 ms,83
4,74,587,male,0,110,82,36,Western,21700 KB,20,3731.883027,235108.6307,439.3544556,63,592 ms,74
7,98,699,male,0,126,104,28,Western,15400 KB,28,4683.607363,309118.086,594.628427,66,405 ms,98
4,76,642,male,0,105,85,29,Western,16200 KB,28,4114.828981,259234.2258,459.8067162,63,467 ms,76
5,88,609,male,0,109,76,21,Western,18200 KB,21,3804.987856,216884.3078,398.842491,57,342 ms,88
5,52,611,male,0,100,91,48,Western,29100 KB,21,3976.262525,238575.7515,501.8524417,60,311 ms,52
9,92,847,male,2,130,106,38,Western,14200 KB,29,5698.548625,478678.0845,610.4773318,84,467 ms,90
6,74,647,male,18,112,72,38,Western,19800 KB,22,3991.941476,271452.0204,372.2746801,68,1762 ms,56
5,62,673,male,0,111,92,49,Western,18000 KB,21,4390.357196,175614.2879,508.9533246,40,389 ms,62
9,72,957,male,6,110,115,38,Western,29000 KB,32,6551.133979,720624.7377,676.8470367,110,577 ms,66
5,84,661,male,18,132,98,48,Western,15800 KB,25,4372.323207,314807.2709,550.2710095,72,374 ms,66
7,86,665,male,0,111,87,25,Western,13900 KB,18,4284.557425,342764.594,473.9427998,80,2355 ms,86
5,77,656,male,0,96,86,19,Western,16600 KB,27,4215.629679,252937.7807,466.7930215,60,327 ms,77
3,78,413,male,0,110,44,32,Western,29100 KB,20,2254.745258,42840.15991,214.9310205,19,1138 ms,78
6,65,659,male,0,82,95,17,Western,65400 KB,26,4329.534846,155863.2545,532.5126722,36,498 ms,65
5,78,815,male,0,90,79,12,Western,24800 KB,29,5137.58131,246603.9029,420.5488559,48,249 ms,78
6,107,772,male,0,125,112,18,Western,13100 KB,21,5255.278,441443.352,654.817572,84,1169 ms,107
6,65,606,male,1,91,83,26,Western,19400 KB,22,3863.273895,355421.1984,446.8336245,92,420 ms,64
4,91,666,male,8,115,91,24,Western,15100 KB,21,4334.19123,221043.7527,504.7367812,51,1357 ms,83
5,91,669,male,0,116,87,25,Western,15800 KB,23,4310.329199,344826.3359,473.9427998,80,420 ms,91
7,80,659,male,0,114,90,34,Western,38800 KB,14,4278.13119,188237.7724,494.2667787,44,280 ms,80
6,111,806,male,0,123,78,12,Western,19000 KB,26,5066.034188,577527.8975,412.2613731,114,592 ms,111
5,64,847,male,0,90,110,26,Western,16600 KB,28,5743.811677,327397.2656,642.762732,57,405 ms,64
7,82,651,male,0,108,92,26,Western,18900 KB,24,4246.838833,242069.8135,510.1851706,57,545 ms,82
7,86,597,male,0,123,93,37,Western,15800 KB,20,3903.87781,187386.1349,515.3357736,48,311 ms,86
6,68,641,female,0,119,87,51,Western,36500 KB,15,4129.926781,181716.7784,473.5443757,44,342 ms,68
8,89,809,male,0,114,93,25,Western,23800 KB,32,5290.179478,444375.0762,515.7710242,84,358 ms,89
5,83,859,male,0,94,88,11,Western,25700 KB,28,5548.65176,554865.176,480.9553238,100,358 ms,83
5,89,704,male,0,95,90,6,Western,24200 KB,23,4570.26458,274215.8748,495.0699333,60,733 ms,89
8,90,819,male,0,115,93,25,Western,23800 KB,33,5355.571066,449867.9696,515.5221939,84,342 ms,90
7,99,675,male,0,110,86,11,Western,20200 KB,25,4337.728709,329667.3819,467.1963626,76,857 ms,99
5,78,691,male,0,102,104,24,Western,15400 KB,18,4630.003845,185200.1538,596.2282674,40,592 ms,78
7,71,707,male,0,122,109,51,Western,21600 KB,20,4785.106318,315817.017,631.1333893,66,280 ms,71
7,71,707,male,0,122,109,51,Western,21600 KB,20,4785.106318,315817.017,631.1333893,66,311 ms,71
7,87,671,male,10,125,75,38,Western,41300 KB,26,4179.537341,142104.2696,392.6333688,34,686 ms,77
10,104,747,male,2,136,96,32,Western,21300 KB,26,4918.966988,491896.6988,536.2766595,100,810 ms,102
4,67,764,male,5,132,98,65,Western,23600 KB,17,5053.638321,272896.4693,554.5247521,54,483 ms,62
4,71,505,male,0,107,73,36,Western,15800 KB,23,3125.861402,125034.4561,379.3421297,40,873 ms,71
4,84,743,male,3,126,87,42,Western,23800 KB,20,4787.107017,402116.9895,473.6107211,84,670 ms,81
5,93,702,male,0,121,92,28,Western,24400 KB,24,4579.540493,402999.5634,508.1990654,88,451 ms,93
5,92,694,male,0,121,91,29,Western,24400 KB,24,4516.40948,397444.0343,501.2806672,88,1450 ms,92
8,82,806,male,2,114,98,32,Western,27600 KB,23,5331.456134,335881.7365,551.3041687,63,639 ms,80
7,81,747,male,0,130,116,49,Western,19900 KB,24,5122.911803,225408.1193,683.7654348,44,389 ms,81
7,79,774,male,0,103,102,24,Western,28500 KB,19,5164.457215,325360.8045,580.4053244,63,249 ms,79
6,63,779,male,1,108,104,45,Western,37300 KB,19,5219.64254,360155.3353,593.5404068,69,1684 ms,62
4,96,649,female,0,130,72,34,Western,58900 KB,29,4004.281326,304325.3808,372.5956925,76,1465 ms,96
6,103,642,male,0,129,73,26,Western,22100 KB,27,3973.867367,166902.4294,380.5361023,42,405 ms,103
6,96,802,male,1,128,100,32,Western,31400 KB,25,5328.372664,351672.5958,565.4268669,66,780 ms,95
6,89,860,male,0,120,104,31,Western,14600 KB,28,5762.378158,345742.6895,596.2282674,60,405 ms,89
11,88,856,male,0,126,93,38,Western,16200 KB,32,5597.519942,419813.9957,515.5221939,75,577 ms,88
5,92,690,male,0,151,86,59,Western,17900 KB,25,4434.122681,319256.833,467.4994455,72,717 ms,92
7,90,730,male,0,107,99,17,Western,10700 KB,27,4839.430333,445227.5906,557.6636341,92,373 ms,90
7,56,716,male,0,107,116,51,Western,20800 KB,19,4910.314393,324080.7499,684.4495913,66,701 ms,56
5,96,582,male,0,120,49,24,Western,30800 KB,35,3267.761129,71890.74484,251.8246317,22,623 ms,96
6,86,709,male,17,143,83,57,Western,16600 KB,32,4519.902957,325433.0129,447.1829761,72,1434 ms,69
8,128,596,male,0,152,89,24,Western,18500 KB,28,3859.537125,277886.673,487.7378322,72,452 ms,128
4,85,667,male,0,120,80,35,Western,32200 KB,20,4216.726039,265653.7405,425.8985773,63,467 ms,85
5,88,656,male,0,110,78,22,Western,16900 KB,30,4123.223856,247393.4313,412.2983693,60,717 ms,88
10,96,1030,male,0,129,102,33,Western,19600 KB,33,6872.598102,632279.0254,579.2957256,92,1575 ms,96
8,97,746,male,9,132,102,35,Western,24000 KB,23,4977.629305,298657.7583,581.4346098,60,1263 ms,88
7,91,822,male,0,145,97,54,Western,19800 KB,30,5425.128356,477411.2954,543.5562547,88,405 ms,91
4,71,739,male,0,126,106,55,Western,25600 KB,21,4971.933216,313231.7926,610.4773318,63,1045 ms,71
12,135,858,male,0,154,106,19,Western,18600 KB,34,5772.55575,432941.6813,607.4046851,75,639 ms,135
5,105,737,male,0,134,92,29,Western,67600 KB,23,4807.865162,259624.7187,511.3291757,54,701 ms,105
7,144,970,male,0,177,120,33,Western,16600 KB,30,6699.683878,535974.7102,718.6313714,80,608 ms,144
8,51,617,male,9,106,69,55,Western,28500 KB,18,3768.95959,90455.03016,360.3168659,24,514 ms,42
4,75,982,male,0,118,124,43,Western,88500 KB,32,6829.020777,409741.2466,748.787905,60,483 ms,75
5,105,646,male,0,129,49,24,Western,30800 KB,39,3627.102559,79796.2563,251.8246317,22,608 ms,105
5,105,650,male,0,129,49,24,Western,30800 KB,39,3649.561399,80290.35077,251.8246317,22,701 ms,105
6,97,715,male,20,144,81,47,Western,35200 KB,28,4532.992752,271979.5651,432.536756,60,1871 ms,77
5,95,730,male,0,140,100,45,Western,26800 KB,27,4850.015019,305550.9462,565.8041153,63,374 ms,95
6,83,735,male,0,128,85,45,Western,16200 KB,24,4710.902338,310919.5543,460.0105131,66,342 ms,83
5,75,663,male,0,98,78,23,Western,45600 KB,23,4167.221671,150019.9802,412.5946318,36,233 ms,75
10,107,789,male,0,134,99,27,Western,14200 KB,38,5230.562373,345217.1166,558.1897755,66,405 ms,107
5,106,873,male,0,150,92,44,Western,24400 KB,32,5695.069588,501166.1237,508.1990654,88,623 ms,106
6,125,889,male,0,137,96,12,Western,11900 KB,32,5854.031663,444906.4064,539.1841432,76,732 ms,125
5,75,710,male,20,154,93,79,Western,47400 KB,24,4642.802756,278568.1654,516.0824975,60,420 ms,55
5,111,812,male,0,142,93,31,Western,17600 KB,31,5309.796955,350446.599,515.2115894,66,842 ms,111
12,118,748,male,16,161,65,43,Western,74000 KB,28,4504.731124,297312.2542,332.4536571,66,327 ms,102
10,87,774,male,0,140,90,53,Western,21400 KB,21,5024.694297,241185.3262,494.5555318,48,280 ms,87
8,134,770,female,0,160,95,26,Western,12800 KB,30,5058.788818,318703.6956,529.7522498,63,639 ms,134
3,90,874,male,0,132,97,42,Western,15700 KB,22,5768.323824,369172.7247,551.4539078,64,358 ms,90
21,71,1030,male,0,136,134,65,Western,15400 KB,42,7278.071866,349347.4496,820.7369689,48,483 ms,71
6,134,674,male,0,167,71,33,Western,19700 KB,27,4144.929559,211391.4075,365.7235111,51,1092 ms,134
