time,memory,country,continent,program_vocabulary,program_length,calculated_estimated_program_length,volume,difficulty,effort,loc,slocP,lsloc,comments,blankLine,cyclomatic_complexity,numberOfFunction,gender
265 ms,17400 KB,Bangladesh,Asia,46,238,210.3683172,1314.607746,23.88235294,31395.92616,37,32,32,5,0,9,2,male
202 ms,21000 KB,China,Asia,47,243,217.5800856,1349.765091,24.21875,32689.6233,45,40,40,5,0,9,2,male
1434 ms,21000 KB,India,Asia,56,229,269.4181505,1329.884277,28.84615385,38362.04646,42,34,34,8,0,8,2,male
249 ms,17400 KB,Kyrgyzstan,Asia,48,241,222.2653679,1345.975963,25,33649.39907,38,32,32,6,0,9,2,male
156 ms,18000 KB,Unknown,Unknown,51,267,238.9889445,1514.537566,27.02272727,40926.9356,40,36,36,4,0,10,3,male
233 ms,18000 KB,India,Asia,51,267,238.9889445,1514.537566,27.02272727,40926.9356,40,36,36,4,0,10,3,female
233 ms,18000 KB,Unknown,Unknown,51,267,238.9889445,1514.537566,27.02272727,40926.9356,40,36,36,4,0,10,3,male
1403 ms,23100 KB,India,Asia,52,223,248.0323866,1271.198057,23.61111111,30014.39857,43,39,39,4,0,12,2,male
296 ms,14800 KB,Brazil,South America,67,286,339.5249056,1734.901508,30.62857143,53137.55477,54,36,25,18,11,10,2,male
1419 ms,17400 KB,India,Asia,54,235,258.1074956,1352.398563,29.09090909,39342.50365,50,35,28,15,7,8,2,male
1512 ms,17400 KB,India,Asia,54,235,258.1074956,1352.398563,29.09090909,39342.50365,50,35,28,15,7,8,2,male
265 ms,21800 KB,China,Asia,71,313,365.6422056,1924.870848,30.625,58949.16973,37,32,32,5,0,11,2,male
748 ms,17400 KB,India,Asia,60,242,295.6213103,1429.467524,30.8,44027.59974,52,40,34,12,6,10,3,male
451 ms,30500 KB,India,Asia,51,267,238.9889445,1514.537566,27.02272727,40926.9356,40,36,36,4,0,10,3,male
265 ms,18900 KB,China,Asia,73,331,379.6596322,2048.831929,31.6097561,64763.07756,50,40,39,10,1,12,3,male
1528 ms,21800 KB,Hungary,Europe,62,297,308.3287327,1768.396304,40.15384615,71007.91314,51,43,40,8,3,13,3,male
343 ms,36900 KB,India,Asia,40,211,197.504662,1122.926828,18.5,20774.14632,38,32,32,6,0,11,2,male
265 ms,22100 KB,India,Asia,63,321,313.8551855,1918.706855,35.17241379,67485.55147,53,40,32,13,8,14,3,male
311 ms,14400 KB,United States,North America,71,239,365.6422056,1469.789562,27.22222222,40010.93806,47,34,29,13,5,8,2,male
1419 ms,17400 KB,India,Asia,54,225,257.6220106,1294.849688,28.30434783,36649.87595,49,41,41,8,0,9,2,male
1419 ms,21000 KB,Kazakhstan,AsiaEurope,66,262,332.9300119,1583.631259,37,58594.35659,50,35,28,15,7,9,2,male
358 ms,22100 KB,India,Asia,65,317,326.5538222,1909.090597,30.70967742,58627.55639,55,43,36,12,7,12,3,male
249 ms,17400 KB,Canada,North America,63,260,313.5800856,1554.09278,35.359375,54951.7494,51,41,37,10,4,8,2,male
155 ms,13300 KB,China,Asia,75,389,393.7950768,2423.010471,35.22727273,85356.05067,45,41,41,4,0,12,4,male
311 ms,25100 KB,India,Asia,61,311,300.8814489,1844.459312,32.55172414,60040.33071,58,44,36,14,8,16,4,male
218 ms,21900 KB,China,Asia,66,344,332.9300119,2079.271577,36.5,75893.41256,54,44,44,10,0,12,2,male
358 ms,31600 KB,Unknown,Unknown,65,311,326.5538222,1872.95639,40.03225806,74978.67354,51,42,39,9,3,18,2,male
280 ms,24600 KB,Bulgaria,Europe,70,346,359.4212455,2120.731924,36.21052632,76792.81914,55,40,32,15,8,12,2,male
249 ms,21800 KB,India,Asia,80,341,425.7903187,2155.77748,52.79268293,113809.277,57,40,29,17,11,16,3,male
249 ms,21800 KB,India,Asia,68,333,347.0121354,2027.125126,57.82758621,117223.753,69,51,37,18,14,16,3,male
