@relation 1340B_Gender

@attribute time {155 ms,77 ms,62 ms,109 ms,31 ms,93 ms,202 ms,46 ms,265 ms,78 ms,623 ms,124 ms,514 ms,529 ms,61 ms,140 ms,904 ms,295 ms,108 ms,233 ms,171 ms,156 ms,373 ms,452 ms,280 ms,483 ms,264 ms,468 ms,390 ms,296 ms,592 ms,343 ms,217 ms,997 ms,545 ms,327 ms,30 ms,389 ms,498 ms,795 ms,218 ms,436 ms,655 ms,421 ms,139 ms,920 ms,779 ms,15 ms,717 ms,249 ms,888 ms,546 ms,374 ms,576 ms,826 ms,670 ms,764 ms,966 ms,467 ms,561 ms,451 ms,811 ms,186 ms,187 ms,935 ms,873 ms,702 ms,342 ms,732 ms,405 ms,358 ms,919 ms,234 ms,810 ms,748 ms,624 ms,685 ms,639 ms,654 ms,482 ms,530 ms,607 ms,608 ms,92 ms}
@attribute memory {15900 KB,9000 KB,12600 KB,8100 KB,500 KB,16100 KB,31300 KB,4200 KB,15800 KB,19500 KB,31500 KB,4100 KB,35200 KB,110000 KB,4000 KB,700 KB,15700 KB,16000 KB,31600 KB,20400 KB,19800 KB,31800 KB,43800 KB,35500 KB,32900 KB,16500 KB,16400 KB,21400 KB,59200 KB,800 KB,9900 KB,32000 KB,16900 KB,32100 KB,20700 KB,65500 KB,47200 KB,17000 KB,17900 KB,39000 KB,44200 KB,31900 KB,47400 KB,63600 KB,47600 KB,51100 KB,43500 KB,15600 KB,31700 KB,19400 KB,16300 KB,4800 KB,16200 KB,600 KB,3900 KB,35400 KB,17200 KB,32200 KB,97600 KB,34800 KB,62800 KB,21800 KB,19600 KB,6800 KB,19900 KB,18300 KB,96900 KB,32400 KB,4900 KB,16800 KB,4500 KB,14100 KB,67300 KB,96800 KB,900 KB,99300 KB,4400 KB,58200 KB,4300 KB,35600 KB,63100 KB,155300 KB,17100 KB,6600 KB,157600 KB,34900 KB,7700 KB,129400 KB,34600 KB,7900 KB,157400 KB,66300 KB,20800 KB,36700 KB,20500 KB,158400 KB,236200 KB,62600 KB,19700 KB,20300 KB,126000 KB,17500 KB,39500 KB,39700 KB,8000 KB,97100 KB,40600 KB,31400 KB,27600 KB,200 KB,19000 KB,9500 KB,27300 KB,11900 KB,1100 KB,11800 KB,9100 KB,13300 KB,32300 KB,300 KB,8600 KB,75900 KB,16600 KB,5900 KB,63300 KB,36100 KB,8200 KB,18100 KB,20000 KB,26700 KB,1500 KB,100 KB,1700 KB,47300 KB,253100 KB,192800 KB,36200 KB,27800 KB,2400 KB,5000 KB,47000 KB,98800 KB,19100 KB,35800 KB,21600 KB,8500 KB,55000 KB,20100 KB,141700 KB,6300 KB,130500 KB,173800 KB,173600 KB,129600 KB,173400 KB,189200 KB,8300 KB,102500 KB,8900 KB,172800 KB,63500 KB,44300 KB}
@attribute country {India,China,Iran,Egypt,Unknown,Mexico,Belarus,Japan,Jordan,Finland,Romania,'South Korea',Bangladesh,Poland,Russia,'Hong Kong',Ukraine,Bulgaria,Lebanon,Syria,Brazil,'South Africa',Italy,Canada,Aruba,Norway,'United States',Moldova,Georgia,Indonesia,Kazakhstan,Tajikistan,Colombia,Australia,'Bosnia and Herzegovina',Thailand,Peru,'United Kingdom',Turkey,Austria,Sweden,Cuba,Vietnam,Azerbaijan,Estonia,Chile,Croatia,Serbia,Taiwan,Germany,France,Singapore,Philippines,Spain}
@attribute continent {Asia,AsiaAfrica,Unknown,'North America',Europe,AsiaEurope,'South America',Africa,'South Africa',Australia}
@attribute program_vocabulary numeric
@attribute program_length numeric
@attribute calculated_estimated_program_length numeric
@attribute volume numeric
@attribute difficulty numeric
@attribute effort numeric
@attribute loc numeric
@attribute slocP numeric
@attribute lsloc numeric
@attribute comments numeric
@attribute blankLine numeric
@attribute cyclomatic_complexity numeric
@attribute numberOfFunction numeric
@attribute gender {male,female}

@data
31 ms,800 KB,Ukraine,Europe,42,261,214.877124,1407.394847,20,28147.89695,47,34,30,13,4,14,1,male
452 ms,9900 KB,Syria,Asia,63,313,314.961207,1870.888616,41.980769,78541.34325,65,41,26,24,15,15,2,male
202 ms,4200 KB,Brazil,'South America',47,255,227.95057,1416.420157,23.222222,32892.42365,56,43,37,13,6,16,2,male
171 ms,4100 KB,China,Asia,78,381,413.188728,2394.738245,58.235294,139458.2861,55,35,31,20,4,20,3,female
280 ms,15800 KB,China,Asia,97,411,544.452116,2712.564178,38.563636,104606.3386,54,47,47,7,0,17,4,female
77 ms,4100 KB,China,Asia,68,407,346.627963,2477.597376,44.333333,109840.1504,45,30,30,15,0,19,1,male
46 ms,32000 KB,China,Asia,74,473,386.477332,2937.071442,37.714286,110769.5515,48,42,42,6,0,16,2,male
171 ms,16900 KB,India,Asia,63,368,314.130843,2199.639012,50.625,111356.725,40,34,31,6,3,11,1,male
46 ms,4000 KB,Iran,Asia,90,431,494.780415,2797.988685,55.642857,155688.0847,53,43,41,10,2,16,1,male
77 ms,32100 KB,China,Asia,58,369,283.566831,2161.594987,40.326087,87168.66742,74,68,68,6,0,15,1,male
280 ms,8100 KB,'South Korea',Asia,71,440,366.457209,2705.888733,78.064516,211233.8946,67,41,29,26,12,19,3,male
109 ms,16000 KB,China,Asia,71,384,365.723511,2361.502894,32.102941,75811.18849,72,62,62,10,0,15,2,male
78 ms,4100 KB,China,Asia,81,375,432.964766,2377.443751,33.636364,79968.56254,53,32,29,21,3,7,2,female
483 ms,16000 KB,Egypt,AsiaAfrica,59,368,291.659911,2164.812642,55.190476,119477.0406,68,56,51,12,5,20,3,male
46 ms,20700 KB,China,Asia,86,471,466.960974,3026.770699,42.173913,127650.7643,55,48,48,7,0,19,2,female
264 ms,15900 KB,Mexico,'North America',71,399,366.130687,2453.749101,45.703125,112144.0019,72,55,47,17,8,17,2,male
62 ms,65500 KB,'South Korea',Asia,46,407,223.421245,2248.089716,19,42713.70461,64,56,56,8,0,19,1,male
77 ms,16100 KB,China,Asia,75,510,392.17102,3176.697532,73.945946,234903.904,57,48,48,9,0,16,1,female
62 ms,15800 KB,'South Africa',Africa,64,323,320.723238,1938,37.928571,73505.57143,48,35,29,13,6,10,2,male
62 ms,47200 KB,Unknown,Unknown,85,381,460.827975,2441.977947,31.989583,78117.85702,46,29,29,17,0,8,1,male
468 ms,17000 KB,Russia,AsiaEurope,62,366,309.460346,2179.23585,42.75,93162.33257,59,46,40,13,6,14,1,male
124 ms,17900 KB,Unknown,Unknown,90,472,496.329559,3064.154661,49.216981,150808.4422,45,35,35,10,0,17,2,male
62 ms,16000 KB,Bangladesh,Asia,36,262,174.973737,1354.52035,17,23026.84596,57,40,31,17,9,15,2,male
124 ms,39000 KB,Poland,Europe,72,397,372.394982,2449.460226,37.131579,90952.32574,60,42,36,18,6,9,3,male
390 ms,15800 KB,Romania,Europe,82,426,439.636237,2708.317154,51.818182,140340.0707,62,55,55,7,0,18,3,male
46 ms,15900 KB,Romania,Europe,64,335,321.131737,2010,35.62963,71615.55556,55,46,41,9,5,14,2,male
296 ms,44200 KB,Italy,Europe,73,468,378.867075,2896.837894,61.666667,178638.3368,66,46,37,20,9,21,3,male
46 ms,15900 KB,China,Asia,94,473,525.880198,3100.320527,45.310345,140476.5921,33,24,24,9,0,19,1,male
592 ms,31900 KB,India,Asia,64,316,322.227091,1896,46.02,87253.92,50,41,40,9,1,14,3,male
77 ms,47400 KB,Iran,Asia,72,368,372.2346,2270.532401,42,95362.36082,57,40,34,17,6,14,3,male
343 ms,4000 KB,Canada,'North America',67,355,342.573736,2153.461663,55.44,119387.9146,49,46,45,3,1,15,1,male
46 ms,16000 KB,Aruba,'South Africa',85,484,460.214537,3102.145213,43.663043,135449.1013,61,51,51,10,0,20,4,female
