@relation balanceGender

@attribute time numeric
@attribute memory numeric
@attribute continent {Asia,'North America',Europe,Unknown,'South America',AsiaEurope,AsiaAfrica,Australia,Africa,'South Africa',Antarctica,Antarctic}
@attribute program_vocabulary numeric
@attribute program_length numeric
@attribute calculated_estimated_program_length numeric
@attribute volume numeric
@attribute difficulty numeric
@attribute effort numeric
@attribute loc numeric
@attribute slocP numeric
@attribute lsloc numeric
@attribute comments numeric
@attribute blankLine numeric
@attribute cyclomatic_complexity numeric
@attribute numberOfFunction numeric
@attribute gender {male,female}

@data
109,42900,AsiaEurope,70,642,361.08327,3934.999697,77.25,303978.7266,134,90,72,44,18,33,4,male
108,99900,Asia,111,828,646.642967,5625.776337,71.253731,400857.5557,134,60,50,74,10,33,3,male
109,84300,Europe,74,549,385.538546,3408.989898,37.894737,129182.7751,131,92,91,39,1,32,4,male
93,37200,AsiaEurope,81,752,432.75063,4767.567202,94.116279,448705.6853,144,86,57,58,29,39,5,male
171,10100,Australia,78,621,412.594632,3903.234778,53.142857,207429.0482,131,102,93,29,9,22,2,male
93,52500,AsiaEurope,63,587,313.671724,3508.663315,53.9,189116.9527,146,117,116,29,1,39,2,male
77,64800,AsiaEurope,73,721,378.867075,4462.863507,89.513514,399486.5928,123,88,82,35,6,36,3,male
46,19400,AsiaEurope,84,563,452.954663,3598.874709,49.5,178144.2981,149,85,64,64,21,21,3,male
46,5800,Asia,79,916,419.446685,5774.263165,94.958333,548314.4064,162,133,116,29,17,43,3,male
108,98400,Asia,74,728,386.124638,4520.48205,84.484848,381912.2411,130,73,47,57,26,34,4,male
46,7900,Asia,66,561,335.088556,3390.905101,51.538462,174762.0321,127,104,102,23,2,36,2,male
93,52500,Africa,86,678,467.499445,4357.007504,59.770833,260421.9693,142,106,97,36,9,34,3,male
763,193000,Asia,73,759,379.659632,4698.07684,41,192621.1504,129,79,70,50,9,37,3,male
108,85300,Asia,87,931,473.544376,5998.380395,122.790698,736545.3136,123,93,89,30,4,31,3,male
202,6700,Asia,57,663,282.363992,3867.206079,29.411765,113741.3553,127,81,79,46,2,25,1,male
186,13500,Asia,58,624,283.012837,3655.380141,50.291667,183835.1596,94,92,92,2,0,45,1,male
124,103700,Unknown,87,848,473.544376,5463.616084,74.272727,405797.6674,117,91,85,26,6,33,4,male
358,126400,Asia,85,827,459.874623,5300.566304,53.658537,284420.631,178,93,57,85,36,27,3,male
77,57400,Europe,111,883,643.238656,5999.46921,61.222222,367300.8372,148,2,-3,146,5,2,2,male
77,57400,Europe,111,883,643.238656,5999.46921,61.222222,367300.8372,148,2,-3,146,5,2,2,male
93,8700,Asia,60,685,295.62131,4046.220058,83.3,337050.1308,110,103,100,7,3,35,1,male
62,6600,Europe,78,794,412.298369,4990.609362,105.925,528630.2966,129,102,88,27,14,41,5,male
46,15600,AsiaEurope,84,751,453.815451,4800.630385,84.234043,404376.5041,129,95,78,34,17,29,5,male
202,19500,Europe,75,859,392.17102,5350.555255,86.171053,461062.9785,120,116,116,4,0,50,2,male
93,68000,Europe,85,787,460.486921,5044.190667,104.297872,526098.3542,109,81,74,28,7,45,3,male
358,102700,Asia,47,655,232.528608,3638.255698,25.714286,93555.14652,173,129,118,44,11,33,2,male
311,121900,Asia,78,799,412.409407,5022.036373,36.54878,183549.305,184,147,141,37,6,56,6,male
93,72100,Antarctica,89,792,487.737832,5128.780877,87.979167,451225.8676,117,102,94,15,8,48,6,male
109,86700,Asia,64,968,321.632678,5808,145.423077,844617.2308,135,113,110,22,3,42,6,male
109,5200,Europe,67,723,339.697386,4385.782485,72.580645,318322.9223,132,109,92,23,17,38,2,male
108,68000,AsiaEurope,67,584,339.697386,3542.596087,91.16129,322947.6304,122,75,57,47,18,36,5,male
109,4400,'North America',67,681,339.697386,4131.006739,95.225806,393378.4481,101,93,89,8,4,37,2,male
109,76600,Asia,0,0,0,0,0,0,126,90,87,36,3,29,7,male
436,120000,Asia,66,599,340.522412,3620.592077,36.8,133237.7885,143,110,95,33,15,41,5,male
124,99400,Asia,61,881,309.70186,5224.979594,130.705882,682935.5682,178,124,120,54,4,48,4,male
327,81700,Asia,88,641,480.429982,4140.495668,70,289834.6967,134,88,65,46,23,25,4,male
248,98400,Asia,85,827,460.010513,5300.566304,103.5,548608.6125,129,77,61,52,16,30,6,male
171,150700,Europe,81,925,433.608756,5864.361253,118.942857,697523.8827,166,147,146,19,1,51,11,male
1872,193700,Asia,70,642,366.185696,3934.999697,49.090909,193172.7124,173,131,107,42,24,38,6,male
93,72300,Asia,94,589,522.900197,3860.652834,64.211538,247898.4579,84,58,58,26,0,49,10,male
46,9400,AsiaEurope,110,845,640.424805,5730.248958,71.955882,412325.1199,137,101,92,36,9,37,4,male
77,88000,Asia,63,683,314.961207,4082.482188,78.269231,319532.7405,130,104,93,26,11,46,2,female
109,115400,Europe,93,868,515.771024,5675.989848,51.470588,292146.5363,161,95,83,66,12,38,2,male
171,84800,Asia,56,673,285.187137,3908.349863,32.727273,127909.6319,141,105,97,36,8,40,7,male
156,106200,Asia,48,530,232.640526,2960.030125,28.5,84360.85857,183,132,103,51,29,42,5,male
61,10300,Asia,71,673,371.104776,4138.779811,42.104167,174259.875,124,81,68,43,13,32,6,male
1060,44900,Asia,85,770,459.806716,4935.231021,54.77381,270321.4039,126,84,71,42,13,39,4,male
249,185100,'South America',72,986,372.877124,6083.546051,73.6,447748.9894,197,150,130,47,20,45,2,male
46,21300,Asia,91,823,501.407584,5355.914989,101.677083,544573.8147,130,104,95,26,9,39,9,male
1216,161900,Asia,85,902,460.827975,5781.270624,86.27027,498751.7793,156,117,112,39,5,54,7,male
249,13700,Asia,80,867,425.898577,5481.111658,120.785714,662039.9867,142,114,97,28,17,48,7,male
108,61300,Asia,95,791,533.19324,5196.755786,69.254237,359897.3583,141,98,84,43,14,41,3,male
93,20200,Europe,57,708,277.632401,4129.68613,84.318182,348207.626,121,89,64,32,25,37,2,male
77,42700,AsiaEurope,109,1082,631.133389,7323.175439,112.851563,826431.7908,192,131,117,61,14,49,5,male
93,13400,Asia,106,940,608.908367,6324.245227,69.713115,440882.8333,146,120,114,26,6,41,5,male
78,12700,Asia,27,278,118.096405,1321.858726,12.5,16523.23407,130,93,93,37,0,16,3,male
124,9800,Asia,75,994,392.942338,6191.445778,147,910142.5294,145,112,107,33,5,44,4,male
61,6800,Europe,69,980,353.001331,5986.353968,144.645161,865897.1352,148,127,121,21,6,45,1,male
124,75900,Asia,95,857,529.75225,5630.366256,61.605769,346863.0443,145,84,72,61,12,43,8,male
124,105700,Asia,63,625,314.961207,3735.799952,83.25,311005.346,153,113,91,40,22,33,3,male
140,111100,Asia,87,677,473.610721,4361.872747,54.642857,238345.1894,131,71,37,60,34,31,4,male
77,55500,Asia,96,854,536.909168,5623.557976,108.311321,609094.9917,144,100,88,44,12,44,5,male
249,117500,Asia,63,845,320.925614,5050.801535,41.684211,210538.6745,126,66,55,60,11,17,4,male
139,134800,Asia,87,673,473.610721,4336.100973,45.535714,197447.455,142,100,81,42,19,35,7,male
155,98500,AsiaEurope,82,673,439.636237,4278.632499,66.931818,286376.6525,143,86,71,57,15,36,3,male
62,37100,AsiaAfrica,92,763,510.185171,4977.477772,71.074074,353769.6239,139,112,108,27,4,43,3,male
202,120300,Europe,89,874,489.17264,5659.791019,68.864865,389760.7437,128,79,70,49,9,45,9,male
46,5600,Asia,77,598,406.002237,3747.538351,64.8,242840.4852,141,115,113,26,2,37,2,male
124,114900,AsiaEurope,67,696,344.256916,4221.998077,50.695652,214036.946,141,107,88,34,19,51,4,male
265,86600,Asia,60,625,297.528741,3691.806622,34.545455,127535.1379,131,89,87,42,2,16,3,male
62,53200,Asia,91,700,501.407584,4555.456248,57.78125,263219.9563,148,113,106,35,7,37,7,male
343,215000,Asia,58,530,287.935774,3104.729927,41.111111,127638.897,136,89,69,47,20,38,3,male
93,53800,Europe,58,678,290.477332,3971.711115,42,166811.8668,139,81,63,58,18,41,6,female
109,91500,Asia,48,546,248.214991,3049.389525,27.5,83858.21195,163,89,67,74,22,37,9,male
124,115000,Asia,90,977,495.424379,6342.540475,96.735294,613547.5183,134,109,109,25,0,39,7,male
467,206000,AsiaEurope,63,756,315.51765,4518.823622,129.96,587266.3179,118,110,106,8,4,39,2,male
62,8800,Unknown,95,775,529.204632,5091.638096,104.923913,534234.5929,139,109,96,30,13,45,5,male
234,4800,Unknown,68,685,346.32986,4169.912046,96.677419,403136.3356,138,102,99,36,3,35,1,male
93,68200,'North America',71,646,365.723511,3972.736639,66.926471,265881.2418,139,112,94,27,18,45,2,male
62,12700,Asia,41,658,197.726941,3525.269219,18,63454.84594,142,104,80,38,24,38,5,male
61,15500,Unknown,72,662,372.2346,4084.490351,22,89858.78772,131,83,61,48,22,55,2,male
140,138500,Asia,73,566,379.659632,3503.4407,38.4375,134663.5019,131,100,95,31,5,30,2,male
77,39800,Africa,131,1078,795.04794,7582.029996,80.00625,606609.7873,127,89,75,38,14,49,15,male
389,184900,Antarctica,62,729,312.915894,4340.60911,50.4,218766.6992,177,115,96,62,19,47,15,male
155,54700,Asia,78,768,412.594632,4827.188904,67.285714,324800.8534,200,147,122,53,25,50,7,male
171,169200,Asia,68,972,348.041595,5917.013882,92.62963,548090.8044,161,113,89,48,24,54,6,male
124,9200,Asia,97,1015,543.198982,6698.911535,65.142857,436386.2371,114,65,56,49,9,35,6,male
109,83900,AsiaEurope,98,931,550.978916,6158.294865,131.185185,807877.0523,139,117,108,22,9,46,7,female
93,84000,Asia,68,873,348.688764,5314.35506,34.730769,184571.6392,131,90,88,41,2,23,3,male
140,130800,Asia,113,915,661.080862,6240.463751,71.801471,448074.4744,170,124,101,46,23,36,7,male
156,9800,Asia,91,1040,502.553552,6768.106426,54.75,370553.8268,188,143,131,45,12,34,2,male
109,67100,AsiaEurope,101,884,572.345265,5885.858951,65.892857,387836.063,144,118,114,26,4,44,20,male
155,107900,Europe,43,612,199.684287,3320.87403,16.5,54794.42149,148,118,100,30,18,51,2,male
62,8800,Asia,77,671,405.626898,4205.013769,45.405405,190930.3549,161,98,90,63,8,29,3,female
140,4800,Asia,44,576,220.877124,3144.632612,20,62892.65225,166,149,142,17,7,50,2,male
46,2100,Asia,90,1014,494.555532,6582.73904,48.5625,319674.2646,192,157,151,35,6,45,6,male
109,83800,AsiaEurope,86,777,466.793022,4993.207714,80.670732,402805.7199,112,78,78,34,0,37,9,male
46,41800,Asia,110,792,639.145003,5370.836893,66.333333,356265.5139,116,73,73,43,0,30,5,male
202,6100,Asia,100,1017,565.426867,6756.801745,108.428571,732630.3606,153,105,96,48,9,37,3,male
92,66800,AsiaEurope,106,759,607.595513,5106.491625,83.815789,428004.627,150,94,69,56,25,34,4,male
389,178600,Asia,100,926,565.426867,6152.210832,72.678571,447133.8944,156,112,98,44,14,43,8,male
248,187200,AsiaEurope,84,901,452.954663,5759.477998,91,524112.4978,144,69,43,75,26,33,4,male
62,33500,'North America',93,803,515.149526,5250.944525,92.467391,485541.1421,184,103,85,81,18,24,6,male
233,36900,Asia,115,970,676.1832,6640.125349,75.214286,499432.2852,139,81,74,58,7,25,2,male
108,76900,Europe,73,815,379.34213,5044.707015,113.939394,574790.8599,121,91,69,30,22,44,5,male
78,35900,Europe,113,937,658.453864,6390.507688,128.733871,822674.7921,119,61,45,58,16,35,11,male
170,111300,'North America',104,771,595.637503,5166.039023,85.693548,442696.215,137,83,67,54,16,37,12,male
171,20100,Asia,73,698,378.946151,4320.497542,100.428571,433901.396,132,108,101,24,7,30,1,male
78,39900,Asia,102,1013,581.43461,6759.166871,98.131148,663284.8015,117,102,101,15,1,52,3,male
811,162000,Asia,47,631,235.169407,3504.945565,37.583333,131727.5375,147,102,93,45,9,46,7,male
296,75600,Asia,92,794,508.199065,5179.708193,57.446809,297557.7047,151,119,117,32,2,38,8,male
296,75600,Asia,92,794,508.199065,5179.708193,57.446809,297557.7047,151,119,117,32,2,38,8,male
77,52500,Unknown,92,870,508.293191,5675.498902,111.272727,631528.2414,125,86,82,39,4,39,6,male
46,8800,Asia,82,818,440.20115,5200.47754,84.913043,441588.3754,125,102,99,23,3,50,2,male
61,9400,'North America',83,639,446.206508,4073.650197,62.325581,253892.6169,133,89,69,44,20,33,1,male
296,44700,Asia,64,691,322.227091,4146,63.96,265178.16,155,117,115,38,2,48,4,male
77,53500,AsiaEurope,108,801,626.087608,5410.664889,48.955224,264880.311,120,53,39,67,14,15,3,male
140,115000,Asia,107,840,616.293561,5662.832269,56.25,318534.3151,139,106,102,33,4,41,6,male
187,13500,Asia,58,624,283.012837,3655.380141,50.291667,183835.1596,97,92,92,5,0,45,1,male
187,13500,Asia,58,624,283.012837,3655.380141,50.291667,183835.1596,97,92,92,5,0,45,1,male
46,7900,Asia,88,883,480.462774,5703.678119,69.069767,393951.7213,194,159,159,35,0,36,10,male
78,55500,Asia,94,793,522.900197,5197.788959,88.442308,459704.4505,127,92,80,35,12,37,3,male
62,12700,Europe,96,898,536.427082,5913.296326,64.852941,383494.6588,152,106,94,46,12,37,5,male
218,193100,Asia,46,763,228.386899,4214.477772,20,84289.55545,184,126,101,58,25,47,3,male
62,40000,Asia,86,685,467.870557,4401.991357,75.510204,332395.2657,148,112,88,36,24,40,3,male
62,9900,Asia,70,747,359.710772,4578.574414,76.741935,351368.6623,145,103,83,42,20,45,2,male
92,78100,Asia,96,946,536.1564,6229.374526,75.5,470317.7767,168,109,97,59,12,42,6,male
124,98800,AsiaEurope,71,872,365.886251,5362.579488,142.787879,765711.35,150,131,121,19,10,48,7,male
93,70000,Europe,80,970,426.332291,6132.270252,157.055556,963107.1113,195,151,120,44,31,52,6,female
139,67500,Europe,95,748,531.342562,4914.251995,52.232143,256681.9122,173,112,76,61,36,34,8,male
93,45900,Europe,75,934,392.17102,5817.716657,118.621622,690106.984,153,119,100,34,19,49,5,male
77,36900,AsiaEurope,100,793,566.24023,5268.577958,84.724138,446375.7257,142,88,78,54,10,29,3,male
139,71000,Europe,107,1152,619.3051,7766.169968,135.820896,1054808.16,105,86,75,19,11,53,21,male
61,33500,Europe,98,904,550.241565,5979.697699,74,442497.6297,161,2,-14,159,16,2,2,male
124,131300,AsiaEurope,54,501,266.180093,2883.198639,28.571429,82377.10396,146,109,97,37,12,34,3,male
93,75900,Asia,63,696,326.681559,4160.186827,38.4,159751.1741,140,107,102,33,5,33,6,male
717,145700,Europe,84,1277,452.954663,8162.989349,104,848950.8923,147,121,113,26,8,62,4,male
93,67100,AsiaEurope,104,908,593.540407,6083.999264,67.614035,411363.7397,144,118,114,26,4,44,20,male
92,63500,Asia,92,811,508.1677,5290.608746,62,328017.7423,149,109,89,40,20,55,7,male
218,194500,Europe,90,822,494.266779,5336.303245,53.5,285492.2236,107,83,76,24,7,34,13,male
140,115100,Asia,38,542,188.1173,2844.376712,18,51198.78082,160,126,121,34,5,34,2,male
108,83700,Asia,50,562,242.440796,3171.847179,25.333333,80353.46186,176,115,89,61,26,27,4,male
93,61300,Asia,101,901,571.486502,5999.048546,65.79,394677.4038,126,2,-2,124,4,2,2,male
108,84100,AsiaEurope,97,781,543.556255,5154.53193,83.509615,430452.9789,128,95,81,33,14,29,5,male
249,141100,Asia,60,814,296.1564,4808.208945,87.75,421920.3349,143,139,139,4,0,62,2,male
124,95000,Asia,109,818,632.259396,5536.374778,64.5,357096.1732,141,77,71,64,6,27,5,male
405,97700,Asia,70,896,359.091037,5491.837583,109.058824,598933.3458,157,150,150,7,0,57,5,male
62,18000,Europe,111,741,645.537758,5034.662157,53.076923,267224.376,128,86,69,42,17,28,7,male
124,84100,AsiaEurope,97,781,543.556255,5154.53193,83.509615,430452.9789,128,95,81,33,14,29,5,male
93,37900,Asia,76,685,398.880461,4279.830347,101.987179,436487.8257,117,93,85,24,8,34,2,male
171,177100,Asia,53,661,260.98284,3786.15542,36.923077,139796.5078,145,119,110,26,9,31,3,female
358,79300,Asia,96,849,537.634416,5590.633163,68.581818,383415.7871,170,117,88,53,29,43,2,male
46,39200,'North America',85,761,459.806716,4877.546502,48.348837,235823.7018,125,72,61,53,11,37,2,male
124,95700,Asia,87,869,473.743482,5598.917898,50.358696,281954.2024,156,90,67,66,23,27,7,male
61,20900,Europe,107,922,615.479112,6215.632561,71.675,445505.4638,143,112,101,31,11,48,10,male
358,51100,Asia,80,724,428.0782,4577.075941,122.25,559547.5338,127,94,87,33,7,39,6,male
46,9500,Asia,52,723,248.032387,4121.417916,28.333333,116773.5076,132,117,117,15,0,47,1,male
46,5800,Asia,60,944,305.736748,5576.104722,36,200739.77,212,168,157,44,11,31,4,male
62,5800,Asia,60,943,305.736748,5570.197832,36,200527.1219,212,168,157,44,11,31,4,male
639,213900,Asia,49,841,239.349967,4721.970979,27.3,128909.8077,199,166,163,33,3,45,6,male
92,68100,Asia,54,634,266.180093,3648.598676,28.571429,104245.6765,167,107,82,60,25,13,3,male
93,16100,Asia,44,790,220.877124,4312.950979,20,86259.01957,190,111,59,79,52,28,3,male
140,137000,AsiaEurope,85,851,459.874623,5454.391687,54.511364,297326.3286,172,124,109,48,15,35,8,male
265,69200,Asia,95,927,529.326199,6090.256149,94.5,575529.2061,139,94,82,45,12,35,2,male
62,8800,Asia,122,1090,724.711398,7554.503698,73.455882,554922.7349,149,124,118,25,6,56,12,female
46,23300,'South America',94,1047,522.623077,6862.654528,105.813726,726163.0423,171,134,121,37,13,40,8,male
139,127700,Asia,43,600,214.130686,3255.758853,19.5,63487.29763,177,131,124,46,7,31,3,male
93,70400,Asia,43,501,203.524906,2718.558642,50.3125,136777.4817,113,95,86,18,9,43,2,male
139,115900,Asia,57,648,285.080691,3779.712729,35,132289.9455,202,137,101,65,36,33,3,male
342,53500,Unknown,65,712,328.973528,4287.925883,113.6,487108.3803,140,95,89,45,6,38,2,male
499,162200,Asia,63,1024,320.925614,6120.734642,54.421053,333096.8221,167,146,145,21,1,71,2,male
46,7500,Asia,80,650,425.898577,4109.253262,87.315789,358802.6927,174,137,118,37,19,38,4,male
124,98900,Asia,75,776,392.17102,4833.563304,81.789474,395334.5986,134,88,72,46,16,37,3,male
124,91600,Africa,66,982,338.322487,5935.595025,30,178067.8508,158,124,122,34,2,70,5,male
202,100400,Asia,80,858,425.898577,5424.214305,110.526316,599518.4232,142,133,132,9,1,47,2,male
93,68000,Europe,68,627,345.989912,3816.839201,93.333333,356238.3255,162,130,107,32,23,41,3,male
62,9300,'North America',92,865,508.1677,5642.881092,128,722288.7798,135,102,93,33,9,39,5,male
61,5500,AsiaAfrica,131,1070,791.97428,7525.762612,103.216216,776780.7409,148,2,-18,146,20,2,2,male
982,44300,Asia,61,703,303.46317,4169.308348,55.347826,230762.1534,117,85,81,32,4,42,2,male
46,8600,AsiaEurope,60,643,299.315686,3798.130653,114,432986.8944,137,94,75,43,19,39,1,male
93,9800,AsiaEurope,83,1016,446.136964,6477.040062,94.202381,610152.5954,186,145,133,41,12,53,2,female
545,107300,Asia,74,759,385.499549,4712.975105,100.5,473653.998,147,117,105,30,12,38,4,male
62,33200,Asia,104,820,594.628427,5494.360569,56.1,308233.6279,149,96,84,53,12,33,3,female
124,115000,Asia,68,677,347.012135,4121.212344,120.362069,496037.6443,149,119,111,30,8,38,3,male
93,11500,AsiaEurope,70,884,359.421245,5418.286187,154.375,836447.9301,155,147,144,8,3,49,2,male
46,36000,Europe,92,775,509.299989,5055.760516,66.153846,334458.0034,157,70,49,87,21,25,3,male
124,86200,Asia,85,898,459.806716,5755.633061,133.325581,767373.1241,128,105,89,23,16,51,2,male
108,72100,Europe,79,823,419.446685,5188.011556,79.534884,412627.8958,145,78,52,67,26,33,3,male
92,54900,Asia,111,947,643.498805,6434.311825,110.610169,711700.3216,169,136,118,33,18,51,9,male
93,20400,Asia,81,996,432.75063,6314.490603,92.223684,582345.5873,143,109,105,34,4,52,10,male
62,6600,Asia,52,568,254.236403,3237.84976,36,116562.5914,136,119,114,17,5,42,2,male
109,37100,Asia,63,817,314.961207,4883.437697,36.288462,177212.4411,131,120,120,11,0,63,2,male
77,54500,AsiaEurope,103,1014,588.252309,6780.111535,64.032787,434149.437,142,91,79,51,12,32,3,male
93,73900,Europe,66,566,333.324018,3421.127072,47.4,162161.4232,180,130,103,50,27,34,3,male
92,69400,Asia,112,1008,654.817572,6861.813761,95.036232,652120.9238,132,111,110,21,1,45,11,male
234,5800,Europe,60,526,298.369352,3107.024453,39.928571,124059.0478,126,102,93,24,9,25,1,male
139,107200,Asia,56,800,273.460397,4645.883938,88.605263,411649.7689,162,130,119,32,11,43,2,male
78,12600,Asia,63,684,316.919049,4088.459468,94.782609,387514.8539,149,101,76,48,25,35,1,male
155,58700,Asia,112,1175,658.920795,7998.642033,77.540541,620219.0269,150,108,96,42,12,54,5,female
373,118300,AsiaEurope,69,722,353.001331,4410.354658,105.419355,464936.7426,168,154,147,14,7,44,2,male
62,7100,Asia,73,753,385.159882,4660.937893,40.833333,190321.6306,95,71,65,24,6,31,7,male
92,69000,Asia,68,839,346.32986,5107.381324,103.83871,530343.8865,153,133,133,20,0,36,7,male
61,40800,Asia,71,1079,366.457209,6635.577142,164.516129,1091659.465,222,165,134,57,31,53,5,male
77,57400,Asia,76,600,399.451068,3748.756508,54.352941,203755.942,163,109,88,54,21,45,5,male
46,5600,Asia,80,777,425.898577,4912.13813,90.02381,442209.3873,147,96,86,51,10,30,2,male
140,3200,Europe,95,750,529.508684,4927.391706,53.490196,263567.1485,132,81,68,51,13,28,3,male
62,37500,Asia,84,925,452.989017,5912.893616,47.719512,282160.399,162,102,87,60,15,26,6,male
77,37700,Asia,98,940,552.640021,6217.827253,82.758621,514578.8072,163,77,62,86,15,25,4,male
62,24900,'North America',101,932,571.657984,6205.453102,98.264151,609773.5803,119,96,85,23,11,45,8,male
280,42900,Asia,125,1106,748.793242,7704.157419,110.959459,854849.1428,156,102,68,54,34,69,21,male
109,89800,Asia,113,789,661.080862,5381.121201,41.360294,222564.7556,162,93,78,69,15,21,4,male
280,90800,Asia,93,988,516.082498,6460.688905,87.913462,567981.5256,148,87,65,61,22,39,6,male
140,104600,Asia,68,692,347.012135,4212.524286,30.258621,127465.1745,131,85,85,46,0,23,3,male
77,21300,Asia,59,892,297.329385,5247.3176,36.28125,190379.2417,215,140,100,75,40,46,11,male
92,71300,Unknown,86,938,466.960974,6027.83634,124.782609,752169.1433,146,81,71,65,10,38,4,male
202,196800,Asia,78,967,412.85429,6077.983946,68.8,418165.2955,152,89,80,63,9,42,2,male
124,25500,Asia,66,796,335.088556,4811.337719,60,288680.2631,138,92,90,46,2,39,5,male
93,83700,Europe,116,858,680.148419,5884.147694,74.452381,438088.8057,151,2,-18,149,20,2,2,male
62,8700,Europe,74,835,385.538546,5184.89356,74.416667,385842.4958,130,97,91,33,6,43,3,male
108,141600,Asia,82,667,439.883164,4240.487187,51.081081,216608.6698,197,145,127,52,18,29,3,male
187,15400,Asia,58,532,283.012837,3116.445889,35.416667,110374.1252,130,108,105,22,3,30,1,female
61,6500,Asia,89,884,487.737832,5724.548353,102.439024,586417.1484,142,83,63,59,20,33,2,female
62,22600,Unknown,92,953,508.293191,6216.954544,61.875,384674.0624,159,106,83,53,23,51,7,female
61,12200,Asia,92,809,508.1677,5277.561622,68.5,361512.9711,163,113,90,50,23,43,10,female
108,69200,Europe,81,830,432.964766,5262.075502,76.108108,400486.6112,181,122,91,59,31,43,5,female
78,59400,Asia,93,861,515.211589,5630.215736,52.5,295586.3262,190,109,64,81,45,32,5,female
93,69000,Europe,83,1154,446.345678,7356.795504,166.974359,1228396.213,224,177,143,47,34,68,6,female
124,9100,AsiaEurope,105,857,603.045967,5754.108409,75.333333,433476.1668,145,89,83,56,6,42,9,female
234,131700,AsiaEurope,93,1191,515.522194,7788.138144,124.27,967831.9272,182,139,125,43,14,43,8,female
577,99900,Unknown,88,807,480.429982,5212.761316,48,250212.5432,181,105,71,76,34,37,3,female
545,99900,Unknown,88,807,480.429982,5212.761316,48,250212.5432,184,105,69,79,36,37,3,female
77,59500,Asia,121,1100,719.355383,7610.749561,82.347222,626724.0854,159,88,62,71,26,32,12,female
62,8700,Asia,105,864,600.828574,5801.108127,90.758621,526500.5721,149,116,107,33,9,46,3,female
234,12700,Asia,62,800,308.328733,4763.357048,42.230769,201160.2323,190,130,111,60,19,42,2,female
46,5700,Asia,88,1077,480.561182,6956.807853,94.738095,659074.725,194,127,91,67,36,44,2,female
264,119500,Asia,82,935,439.460071,5944.311124,44.895349,266871.9215,172,133,130,39,3,42,3,female
77,13800,AsiaEurope,82,985,439.354456,6262.188725,83.475,522736.2038,194,149,144,45,5,56,4,female
109,115000,Asia,74,731,388.014838,4539.11041,60.517241,274694.4403,218,154,140,64,14,40,6,female
311,241100,Asia,0,0,0,0,0,0,186,128,113,58,15,30,5,female
124,108500,Asia,105,1012,603.045967,6794.816464,125.666667,853881.9356,140,98,96,42,2,46,9,female
264,66300,Asia,88,846,481.614055,5464.679149,51.973684,284019.5084,184,127,117,57,10,38,5,female
405,178400,AsiaEurope,95,1083,530.851908,7115.153624,98.909091,703753.3766,170,99,74,71,25,61,3,female
421,120200,Asia,139,1341,857.723675,9546.499979,70.994318,677747.257,281,170,122,111,48,39,8,female
78,14700,Asia,98,1782,550.713173,11787.41294,156.226415,1841505.267,259,191,171,68,20,98,2,female
77,42800,Asia,132,937,805.032863,6600.59729,51.142857,337573.4043,172,75,69,97,6,59,4,female
545,142700,AsiaEurope,145,2131,902.241563,15300.38627,163.777778,2505863.263,263,193,183,70,10,92,22,female
62,4800,Asia,143,1642,881.715281,11756.50873,98.333333,1156056.692,233,130,88,103,42,61,35,female
77,33000,Asia,113,1214,658.453864,8279.69726,81.435484,674261.1527,256,136,127,120,9,56,11,female
62,12600,Asia,122,1298,728.227078,8996.097064,205.546667,1849117.765,255,200,196,55,4,68,16,female
62,55800,Asia,6,14,15.509775,36.189475,0,0,167,87,87,80,0,89,39,female
124,17400,Europe,113,1962,658.197843,13381.19112,97.180328,1300388.541,278,144,82,134,62,101,35,female
62,28300,Asia,131,1711,795.72066,12034.18676,84.259259,1013991.662,401,326,301,75,25,81,14,female
108,68100,Asia,88,1527,483.737662,9863.552082,55.588235,548297.454,453,335,290,118,45,80,22,female
77,55500,Asia,210,4356,1452.042082,33603.25347,161.981132,5443093.039,523,265,197,258,68,221,148,female
46,0,Asia,45,140,204.881449,768.859434,29,22296.92357,26,23,23,3,0,6,2,female
31,0,Europe,36,133,174.973737,687.600025,17,11689.20043,27,19,16,8,3,6,2,female
31,300,Asia,57,217,275.58868,1265.737133,40,50629.48532,33,25,21,8,4,9,2,female
31,0,Asia,42,172,186.985321,927.478597,15.3,14190.42253,31,27,27,4,0,8,2,female
31,0,Asia,29,126,130.381963,612.105605,13.5,8263.425673,31,22,19,9,3,7,2,female
46,3900,Asia,36,183,153.05865,946.096275,14,13245.34785,31,22,17,9,5,7,2,female
31,0,Asia,52,158,246.438562,900.669475,27.2,24498.20973,30,18,14,12,4,6,2,female
31,0,Asia,42,175,191.633833,943.655549,28.181818,26593.92911,40,22,16,18,6,6,2,female
31,200,Asia,29,160,126.96632,777.276959,13,10104.60047,42,20,18,22,2,6,2,female
31,0,Asia,35,160,179.524906,820.685283,0,0,35,25,20,10,5,11,4,female
31,0,Asia,48,211,224,1178.427088,23,27103.82302,33,29,28,4,1,7,2,female
46,0,Asia,33,147,155.580086,741.525935,15.5,11493.652,43,36,34,7,2,7,2,female
31,0,Asia,72,292,372.394982,1801.6181,35.205882,63427.55489,39,30,29,9,1,14,3,female
31,0,Asia,39,169,181.974781,893.232975,19.25,17194.73477,30,22,22,8,0,8,2,female
30,0,Asia,60,285,294.413436,1683.46382,34,57237.76987,46,40,40,6,0,10,4,female
