@relation balanceGender

@attribute time numeric
@attribute memory numeric
@attribute continent {Asia,'North America',Europe,Unknown,'South America',AsiaEurope,AsiaAfrica,Australia,Africa,'South Africa',Antarctica,Antarctic}
@attribute program_vocabulary numeric
@attribute program_length numeric
@attribute calculated_estimated_program_length numeric
@attribute volume numeric
@attribute difficulty numeric
@attribute effort numeric
@attribute loc numeric
@attribute slocP numeric
@attribute lsloc numeric
@attribute comments numeric
@attribute blankLine numeric
@attribute cyclomatic_complexity numeric
@attribute numberOfFunction numeric
@attribute gender {male,female}

@data
108,75000,Asia,91,669,501.852442,4353.714614,49.2,214202.759,112,72,58,40,14,24,2,male
62,4900,Asia,74,569,387.421709,3533.178965,43.266667,152868.8766,91,68,59,23,9,26,1,male
139,129900,Asia,69,694,353.337404,4239.315973,57.2,242488.8737,135,102,96,33,6,49,3,male
46,8800,Asia,114,789,672.376673,5391.150221,38.918919,209817.7383,109,17,10,92,7,11,2,male
327,113300,Asia,85,577,460.486921,3698.21857,52.553191,194353.1887,122,102,94,20,8,35,5,male
249,71600,AsiaEurope,59,561,288.381963,3300.162751,69.925926,230766.936,91,60,51,31,9,37,2,male
62,52600,Asia,110,1024,640.424805,6944.112347,129.705882,900692.2191,103,81,79,22,2,47,10,male
78,84500,Asia,61,572,304.238182,3392.381757,62.045455,210481.8681,135,101,90,34,11,44,3,male
124,115000,Europe,71,533,365.642206,3277.815215,52.971429,173630.5545,112,84,77,28,7,37,2,female
77,52400,AsiaEurope,76,736,398.994424,4598.47465,123.888889,569699.915,125,116,112,9,4,39,2,male
327,103400,Asia,64,734,321.131737,4404,73.314815,322878.4444,131,115,115,16,0,43,2,male
93,68400,AsiaEurope,67,621,339.438742,3767.041387,91.181818,343485.6829,93,84,80,9,4,34,2,male
186,55600,Asia,103,681,588.819803,4553.506859,56.209677,255951.1517,99,86,86,13,0,43,5,male
187,55600,Asia,103,681,588.819803,4553.506859,56.209677,255951.1517,99,86,86,13,0,43,5,male
124,99400,AsiaEurope,69,491,353.337404,2999.285508,71.5,214448.9138,121,89,71,32,18,33,3,male
312,88700,Asia,66,580,333.324018,3505.748589,39,136724.195,130,83,54,47,29,30,3,male
140,122500,Asia,70,589,359.214781,3610.147697,72.318182,261079.3175,91,74,72,17,2,42,2,male
92,68100,'North America',76,533,399.184538,3330.145365,43.928571,146288.5285,98,64,58,34,6,20,2,male
124,40800,'South America',76,604,398.880461,3773.748218,66.410256,250615.5868,91,79,74,12,5,47,3,male
124,115000,Asia,52,503,259.696613,2867.321178,31.5,90320.61711,100,82,75,18,7,37,5,male
358,90800,Asia,48,519,239.311117,2898.595538,23.428571,67909.9526,128,108,102,20,6,45,5,male
93,56400,Asia,76,629,399.184538,3929.946406,91.768293,360644.472,104,91,87,13,4,33,3,male
46,8700,Africa,78,875,413.188728,5499.726942,97.75,537598.3085,117,104,100,13,4,52,2,male
155,52800,Europe,80,628,428.700868,3970.170844,65.795918,261221.0367,112,82,63,30,19,32,3,male
109,95600,Europe,62,639,307.579674,3804.731442,99.571429,378842.545,107,89,83,18,6,41,2,male
156,56900,'South America',108,689,624.214991,4654.117489,63.59375,295972.7841,112,77,64,35,13,38,5,male
61,40400,Asia,79,627,419.446685,3952.470529,67.813953,268032.6526,96,86,83,10,3,36,2,female
311,69600,'South America',60,564,301.535982,3331.486296,49,163242.8285,128,102,88,26,14,39,5,male
342,69600,'South America',60,564,301.535982,3331.486296,49,163242.8285,128,102,88,26,14,39,5,male
420,43700,Asia,0,0,0,0,0,0,112,94,88,18,6,48,3,male
217,69000,Asia,55,492,265.963467,2844.428979,33.25,94577.26355,120,112,110,8,2,38,2,male
46,6000,Asia,98,870,552.640021,5754.797564,111.37931,640965.3839,100,92,91,8,1,49,7,male
108,84500,AsiaEurope,71,723,365.886251,4446.267167,65.060606,289276.8366,149,83,46,66,37,43,2,male
249,71100,Asia,61,568,302.213705,3368.658808,83.52,281350.3836,90,57,41,33,16,38,3,male
46,6400,Asia,70,535,359.049811,3279.166414,50.5,165597.9039,89,75,73,14,2,30,1,male
108,91800,Asia,54,747,261.17595,4298.900964,112,481476.908,149,124,113,25,11,50,2,male
358,154800,Asia,94,685,522.623077,4489.893363,52.696078,236599.7728,108,72,69,36,3,39,4,male
93,84600,Asia,59,617,289.564006,3629.590761,52.5,190553.515,101,77,76,24,1,44,3,male
93,130100,Asia,87,729,473.743482,4696.905808,41.891304,196759.5107,89,67,67,22,0,35,3,male
77,59400,Europe,72,615,372.394982,3794.503876,53.684211,203704.9449,130,102,82,28,20,39,2,male
171,147200,Asia,81,710,432.608018,4501.293502,48.75,219438.0582,123,92,85,31,7,35,3,male
140,114800,AsiaEurope,62,635,307.906868,3780.914657,84.259259,318577.0683,146,104,88,42,16,37,2,male
888,208200,Asia,97,780,546.497185,5147.932017,84.050847,432688.0487,90,69,61,21,8,29,3,male
77,68200,Europe,83,533,446.206508,3397.896017,52.1375,177157.8036,87,75,69,12,6,32,4,female
62,46600,AsiaEurope,107,689,617.329384,4644.870754,61.140625,283990.3009,82,50,43,32,7,29,6,male
46,5800,Asia,93,640,517.39603,4185.061639,61.836364,258788.9934,103,56,30,47,26,25,1,male
140,60800,Asia,79,608,419.227106,3832.698695,44.928571,172197.6771,108,97,97,11,0,33,2,male
186,152400,Asia,49,536,234.223016,3009.484476,42.923077,129176.3337,91,80,77,11,3,40,2,male
108,69100,Asia,50,631,240.855491,3561.273256,32.730769,116563.2131,133,81,65,52,16,17,4,male
78,16500,AsiaAfrica,77,646,406.002237,4048.344105,91.8,371637.9889,83,73,73,10,0,34,4,male
109,83800,Asia,57,706,285.080691,4118.02035,40.6,167191.6262,128,96,93,32,3,27,3,male
171,181500,Europe,53,616,252.903568,3528.399,45.375,160101.1046,122,110,105,12,5,46,2,male
155,60700,Asia,79,608,419.227106,3832.698695,44.928571,172197.6771,110,97,95,13,2,33,2,male
61,33200,Asia,23,46,88.710623,208.08385,11.875,2470.995718,123,75,52,48,23,49,3,male
233,91500,Asia,63,622,313.671724,3717.868112,73.7,274006.8799,105,98,97,7,1,41,2,male
93,2200,Asia,96,842,536.186458,5544.538426,98.316327,545118.6503,113,86,85,27,1,49,5,male
140,68100,Europe,81,618,433.250689,3918.027302,71.6,280530.7548,107,67,56,40,11,31,3,male
62,5800,Asia,47,507,227.95057,2816.176548,29.555556,83233.66241,100,75,72,25,3,24,3,male
93,71000,Antarctica,76,735,398.880461,4592.226722,119.108108,546971.4369,104,89,83,15,6,44,3,male
62,36800,Asia,99,766,558.54126,5078.087171,74.482143,378226.8141,109,80,75,29,5,30,10,male
108,90600,Asia,65,495,327.355712,2981.072067,45.589286,135904.9462,117,79,60,38,19,28,2,male
46,13700,'South America',98,828,552.134363,5476.979751,90.631579,496387.3227,114,63,25,51,38,41,3,male
264,99300,Asia,44,502,214.93102,2740.634673,19,52072.05878,119,104,103,15,1,38,2,male
249,82000,Asia,62,692,309.460346,4120.303847,50.666667,208762.0616,131,105,96,26,9,45,4,female
233,68000,Europe,57,583,276.096405,3400.574878,64.64,219813.1601,106,88,83,18,5,45,2,male
187,100400,Asia,71,624,365.886251,3837.442203,63.909091,245247.4426,149,121,109,28,12,39,2,male
62,37900,AsiaEurope,95,746,530.851908,4901.112284,84.363636,413475.6545,105,83,76,22,7,36,4,female
140,102900,Asia,93,784,516.082498,5126.700508,66.230769,339545.3183,108,76,76,32,0,33,4,female
233,115300,Asia,68,680,346.32986,4139.474732,97.274194,402664.0663,113,89,74,24,15,37,2,male
311,97800,AsiaEurope,52,606,245.314213,3454.466469,79.090909,273216.8935,114,88,71,26,17,45,2,male
187,37800,Asia,85,605,460.010513,3877.681516,46.222222,179235.0568,124,84,72,40,12,28,4,male
373,103500,AsiaEurope,69,672,352.749775,4104.928435,92.5,379705.8802,95,84,79,11,5,38,2,male
140,137700,AsiaEurope,99,615,558.952063,4077.054321,50.842105,207286.025,100,76,68,24,8,27,3,male
171,7500,Asia,78,735,412.85429,4619.770631,54.671429,252569.4601,110,67,67,43,0,41,4,male
46,5800,Asia,74,531,385.655592,3297.219737,30.085714,99199.21095,137,105,85,32,20,36,2,female
78,46100,Europe,108,772,621.955707,5214.773152,71.551724,373126.01,108,2,-5,106,7,2,2,male
280,78300,AsiaEurope,70,759,359.214781,4652.12581,122.772727,571154.1733,139,105,97,34,8,34,3,male
140,53600,Asia,74,654,385.655592,4060.982501,43.974359,178579.1023,121,82,72,39,10,29,3,female
62,44700,Africa,88,856,480.725308,5529.273466,65.861702,364167.362,97,64,64,33,0,37,2,male
77,49800,Europe,61,567,304.238182,3362.72807,117,393439.1842,102,84,77,18,7,36,2,male
46,7800,AsiaEurope,88,610,480.955324,3940.253287,73.333333,288951.9077,97,63,51,34,12,34,1,male
109,94600,AsiaEurope,68,552,345.989912,3360.279488,76.893939,258385.1273,118,95,81,23,14,32,2,male
124,91500,Asia,80,671,425.898577,4242.013752,56.095238,237956.7714,104,67,61,37,6,42,4,male
62,17300,'North America',79,861,419.227106,5427.555224,79.285714,430327.5928,138,96,62,42,34,32,1,male
93,68100,Asia,78,728,412.298369,4575.772815,56.315789,257688.2585,107,95,90,12,5,58,3,male
46,8100,AsiaEurope,85,632,460.827975,4050.735072,46.635417,188907.7179,126,110,104,16,6,32,2,female
62,37800,Asia,74,704,386.477332,4371.455169,41.34375,180732.3497,120,80,73,40,7,36,4,male
77,68300,Asia,47,536,241.329385,2977.259624,21.5,64011.08193,132,82,72,50,10,27,3,male
171,7800,AsiaEurope,62,719,308.328733,4281.067147,114.230769,489029.5933,151,142,140,9,2,44,1,female
46,5800,Asia,78,808,412.594632,5078.604993,83.571429,424426.2744,133,100,91,33,9,43,3,female
140,60500,Asia,84,737,453.092115,4711.137941,75,353335.3455,134,83,66,51,17,39,4,male
140,121900,Asia,47,459,227.95057,2549.556283,25.333333,64588.75917,110,93,88,17,5,42,3,male
109,99900,AsiaEurope,83,630,446.554635,4016.274842,73.466667,295062.325,106,68,62,38,6,29,3,male
202,52600,Europe,74,688,385.85086,4272.103916,85.425,364944.477,110,87,79,23,8,32,2,male
186,37800,Asia,72,614,372.2346,3788.333951,59,223511.7031,99,92,92,7,0,37,2,male
77,68100,Asia,71,671,365.642206,4126.480317,57.085714,235563.0764,137,101,92,36,9,37,4,male
109,114900,Asia,59,701,290.159225,4123.732778,65.73913,271090.6069,178,154,150,24,4,45,2,male
46,8600,'North America',69,728,352.582306,4447.005805,78,346866.4528,128,105,94,23,11,48,5,male
77,16000,Asia,56,639,278.262991,3710.899795,127.1,471655.364,118,92,86,26,6,37,5,male
327,78200,Asia,63,580,315.51765,3466.822356,35.72,123834.8945,114,93,91,21,2,35,4,male
139,48600,Asia,90,711,495.069933,4615.707551,47.6,219707.6795,116,80,75,36,5,28,2,male
108,68100,Asia,93,815,515.522194,5329.414431,65.36,348330.5272,122,89,89,33,0,43,6,female
171,62500,Asia,49,158,226.253358,887.124155,18.086957,16045.37603,105,78,72,27,6,51,2,male
46,51700,Asia,131,959,799.792158,6745.052658,82.151163,554113.919,90,57,54,33,3,30,5,male
109,5700,Europe,62,527,309.460346,3137.861456,79.166667,248414.0319,89,76,74,13,2,28,1,male
171,5900,Europe,55,639,265.963467,3694.288857,69.125,255367.7172,115,106,102,9,4,42,1,male
61,36900,Unknown,99,764,559.42253,5064.828458,72.810345,368771.9065,125,67,58,58,9,29,4,male
140,99500,Europe,45,538,216.749775,2954.616966,25.4375,75158.06907,104,73,70,31,3,41,4,male
218,146500,Asia,53,735,256.749775,4210.021534,37,155770.7968,143,123,122,20,1,51,4,male
77,75900,Asia,0,0,0,0,0,0,118,83,76,35,7,53,5,male
218,16100,Asia,58,730,284.224796,4276.326126,45,192434.6757,231,205,186,26,19,57,1,male
140,122000,AsiaEurope,77,648,405.626898,4060.877678,80,324870.2143,88,60,57,28,3,38,2,male
61,68600,Asia,107,837,614.88368,5642.607868,71.810345,405197.6167,126,93,85,33,8,47,5,female
202,71000,'North America',48,556,225.068365,3105.23915,42.9,133214.7596,138,114,104,24,10,37,2,male
93,67700,Unknown,66,724,332.930012,4376.141342,107.5,470435.1943,109,92,91,17,1,36,6,male
109,99800,Asia,66,791,335.756037,4781.115748,133.66,639043.9309,95,79,78,16,1,41,7,male
249,75800,AsiaEurope,82,807,439.636237,5130.544468,98.454545,505125.4235,138,98,87,40,11,37,3,male
171,115500,Europe,79,588,419.080878,3706.62308,76.065789,281947.2109,107,71,61,36,10,36,3,male
327,71000,'South America',83,748,446.833624,4768.529495,76.01087,362460.0734,132,92,60,40,32,41,2,male
124,37200,AsiaEurope,68,768,348.041595,4675.171462,132.111111,617642.0965,146,93,73,53,20,38,3,male
93,8700,Asia,120,981,711.752828,6775.659674,109.042254,738833.2,104,80,72,24,8,49,5,female
77,67700,Unknown,66,724,332.930012,4376.141342,107.5,470435.1943,110,92,91,18,1,36,6,male
234,99700,Europe,71,662,367.935322,4071.132593,53.75,218823.3769,101,55,51,46,4,26,3,male
186,47500,AsiaEurope,51,525,259.866476,2978.023305,25.142857,74876.01451,140,91,77,49,14,38,2,male
124,5800,Asia,81,613,432.608018,3886.328052,73.230769,284598.7927,110,79,76,31,3,30,2,male
249,82100,AsiaEurope,71,511,366.130687,3142.520778,76.171875,239371.6999,88,68,56,20,12,29,2,male
124,114400,Asia,42,598,201.627075,3224.605819,21,67716.7222,121,98,88,23,10,20,2,male
62,5800,AsiaAfrica,73,695,378.867075,4301.928068,89.930556,386874.7812,97,73,69,24,4,38,3,male
46,35900,Europe,85,667,462.267429,4275.063754,75.333333,322054.8028,103,86,76,17,10,34,3,male
93,84300,Asia,67,486,339.697386,2948.119347,25.548387,75319.69427,118,55,40,63,15,26,2,male
61,21200,AsiaAfrica,87,639,473.544376,4117.040894,64.465116,265405.5199,116,67,50,49,17,24,5,male
342,172900,Asia,60,641,295.62131,3786.316872,28.7,108667.2942,102,75,69,27,6,33,2,male
186,34400,Asia,79,726,419.00781,4576.544823,70.6875,323504.5122,143,95,78,48,17,40,4,male
171,178100,Asia,54,608,261.17595,3498.971601,44,153954.7505,136,98,97,38,1,44,2,male
62,6500,'North America',80,731,425.898577,4621.329437,91.736842,423946.1689,109,77,56,32,21,45,3,male
139,119700,Asia,71,588,370.180255,3616.051306,55.2,199606.0321,100,75,69,25,6,32,3,female
139,131200,Asia,64,795,321.131737,4770,126.759259,604641.6667,140,111,99,29,12,47,2,male
124,100900,Europe,90,672,495.069933,4362.525281,71.6,312356.8101,117,96,88,21,8,31,3,male
62,37800,Europe,100,774,564.847775,5142.344691,58.777778,302255.5935,114,61,37,53,24,32,7,male
342,180400,AsiaEurope,44,615,210.1173,3357.550445,72,241743.6321,93,78,73,15,5,57,3,female
109,84300,AsiaEurope,59,611,290.85727,3594.294903,122.772727,441281.3879,114,88,76,26,12,30,3,male
46,37000,Asia,76,612,398.880461,3823.731638,59.554054,227718.7207,111,91,87,20,4,47,2,male
93,56300,Unknown,77,573,405.551932,3590.868688,45.157895,162156.0702,149,97,75,52,22,34,3,male
93,83200,Asia,55,667,285.065676,3856.166929,32.3125,124602.3939,133,99,93,34,6,47,7,male
93,12500,AsiaEurope,81,715,432.536756,4532.992752,91.707317,415708.6036,122,92,86,30,6,35,1,male
77,13400,Asia,77,592,405.551932,3709.937632,55.934211,207512.4326,92,73,70,19,3,40,1,male
62,67200,Asia,80,768,425.790319,4855.240777,122.474359,594642.5018,97,91,91,6,0,39,3,male
187,175900,Asia,66,672,335.088556,4061.832848,65.384615,265581.3785,126,90,78,36,12,40,3,male
93,53600,AsiaEurope,78,603,412.261373,3790.097538,55,208455.3646,118,82,75,36,7,40,3,male
109,99900,Europe,95,698,529.508684,4585.759215,74.627451,342223.521,103,75,59,28,16,32,6,male
93,55500,AsiaEurope,86,639,467.870557,4106.383178,51.346939,210850.2056,118,74,64,44,10,25,2,female
296,72400,'South America',79,729,419.080878,4595.456165,60.243902,276848.2129,139,118,116,21,2,34,5,male
155,129800,Europe,57,631,280.131868,3680.553599,107,393819.2351,124,94,78,30,16,35,3,male
93,66600,Unknown,71,730,365.886251,4489.315397,102.039474,458087.3803,100,93,92,7,1,42,2,male
61,6600,Asia,83,736,446.554635,4692.029021,92.044444,431875.2046,99,78,68,21,10,34,3,male
62,11700,Europe,94,865,524.105471,5669.719357,95.018182,538726.4247,132,101,94,31,7,44,5,male
155,36900,Asia,87,748,474.208887,4819.321735,84.90625,409190.5361,117,88,77,29,11,37,3,male
249,68300,AsiaEurope,76,816,398.994424,5098.308851,117.777778,600467.4869,122,93,81,29,12,47,3,male
46,6300,Asia,0,0,0,0,0,0,101,74,65,27,9,40,3,male
467,118200,Asia,68,814,346.627963,4955.194753,86.133333,426807.4414,174,141,120,33,21,50,4,male
233,74100,AsiaEurope,62,592,307.160171,3524.884216,91,320764.4636,121,86,73,35,13,35,2,male
46,16400,Asia,86,695,468.31011,4466.254005,40.68,181687.2129,132,109,109,23,0,41,2,male
140,114000,Asia,58,679,287.935774,3977.569096,27.777778,110488.0304,121,81,71,40,10,28,3,male
139,68300,Asia,83,672,446.345678,4284.026498,42.102273,180367.252,115,70,52,45,18,14,7,male
436,94200,Asia,115,894,675.572037,6119.868106,65.333333,399831.3829,110,51,33,59,18,46,9,male
124,99300,Asia,71,572,370.180255,3517.655352,60.72,213592.033,95,85,85,10,0,45,5,male
155,77300,Asia,75,641,393.329385,3992.672781,49.046875,195828.1228,124,91,79,33,12,29,5,male
436,94200,Asia,115,894,675.572037,6119.868106,65.333333,399831.3829,110,51,33,59,18,46,9,male
342,88700,Asia,83,727,446.554635,4634.653667,87.039474,403397.8158,84,63,59,21,4,41,5,male
108,86700,Europe,68,679,347.012135,4133.387269,131.12069,541972.5894,117,100,90,17,10,40,3,male
46,5900,Antarctica,83,681,446.206508,4341.401853,97.825,424697.6362,111,69,51,42,18,33,5,male
108,87500,Asia,80,725,425.754248,4583.397869,54,247503.4849,125,98,89,27,9,42,4,male
62,48800,Europe,92,644,508.670141,4201.1739,45.36,190565.2481,105,65,55,40,10,25,2,male
202,68300,Asia,73,752,378.946151,4654.748068,109.114286,507899.5107,120,88,87,32,1,35,2,male
202,67300,Unknown,63,590,314.130843,3526.595155,69.375,244657.5389,117,92,77,25,15,42,5,male
109,83500,Asia,81,817,432.608018,5179.657452,62.461538,323529.3732,157,116,108,41,8,36,2,male
109,83000,AsiaEurope,64,693,321.632678,4158,124.961539,519590.0769,104,94,89,10,5,48,2,male
140,5800,Asia,67,768,339.956492,4658.756498,54.266667,252815.186,163,126,118,37,8,33,4,male
326,79100,'North America',72,726,372.595692,4479.365551,105.772727,473794.7108,111,94,83,17,11,47,3,male
62,8200,Asia,77,632,405.551932,3960.609094,84.769231,335737.7863,95,73,70,22,3,33,3,male
62,6000,Europe,72,649,374.210833,4004.281326,58.568966,234526.6149,128,104,89,24,15,26,1,male
186,13600,AsiaEurope,106,939,611.807136,6317.517307,94.545455,597292.5454,120,77,61,43,16,39,6,male
77,61000,'North America',103,867,587.290931,5797.195957,54.440678,315603.2782,137,91,75,46,16,40,11,female
265,79600,Asia,74,816,385.538546,5066.913946,82.333333,417175.9149,98,62,55,36,7,33,2,male
234,16500,AsiaEurope,90,703,494.39506,4563.772727,73.648936,336117.0062,166,123,99,43,24,37,5,male
436,132600,AsiaEurope,60,830,297.528741,4902.719194,123.5,605485.8205,120,106,106,14,0,51,2,female
77,55500,Asia,82,750,439.460071,4768.164003,115.186047,549225.9607,109,89,80,20,9,37,3,male
109,106200,Asia,52,653,255.896674,3722.387136,23.333333,86855.69984,135,112,98,23,14,61,9,male
77,45900,Asia,90,753,497.49969,4888.365382,61.727273,301745.4631,112,82,63,30,19,36,3,male
155,130700,Asia,47,442,238.086972,2455.128272,25.2,61869.23247,109,91,88,18,3,32,2,male
62,8200,'South America',85,835,460.827975,5351.841432,85.947917,459979.6214,139,94,68,45,26,38,8,male
109,83700,Asia,49,554,234.223016,3110.549254,45.692308,142128.1736,172,70,-14,102,84,49,2,male
61,6200,Asia,74,582,385.499549,3613.901859,71,256587.032,83,76,76,7,0,33,1,female
187,37200,AsiaEurope,98,736,553.834681,4868.426445,68.716667,334542.0372,119,64,41,55,23,33,4,male
78,5800,Asia,74,582,385.499549,3613.901859,71,256587.032,83,76,76,7,0,33,1,female
405,36200,Asia,83,812,448.094519,5176.532018,97.836735,506454.9897,89,73,69,16,4,43,3,male
93,54200,Unknown,93,1000,516.894612,6539.158811,91.361111,597424.8147,87,72,67,15,5,56,3,male
187,35900,Asia,78,651,412.409407,4091.796844,90.243902,369259.7152,112,90,81,22,9,31,3,male
264,68100,AsiaAfrica,90,742,495.844111,4816.954997,68.692308,330887.7548,104,61,61,43,0,24,3,male
124,91600,'North America',61,590,306.098194,3499.135029,39.975,139877.9228,142,90,64,52,26,35,5,male
46,5500,AsiaEurope,73,681,379.34213,4215.270525,43.636364,183939.0774,136,99,92,37,7,28,4,male
187,39800,Asia,73,600,378.867075,3713.894735,60.638889,225206.4502,130,111,111,19,0,42,3,male
92,72800,Asia,71,632,367.358781,3886.64018,101.37931,394024.901,134,104,99,30,5,41,5,male
46,36900,Asia,99,764,559.42253,5064.828458,72.810345,368771.9065,125,67,58,58,9,29,4,male
436,80900,Unknown,79,722,419.080878,4551.3297,91.171053,414949.5196,111,76,73,35,3,31,2,male
124,51700,Asia,60,674,295.62131,3981.244261,100.8,401309.4216,122,109,109,13,0,45,5,male
140,115000,Asia,60,593,296.791699,3502.786123,59.521739,208491.9219,170,133,118,37,15,35,3,male
93,54400,AsiaEurope,61,963,302.213705,5711.300056,183.6,1048594.69,149,118,99,31,19,53,3,male
374,101700,Asia,54,568,258.703672,3268.776101,87.214286,285083.9728,105,81,62,24,19,43,2,male
109,91700,Asia,92,657,508.670141,4285.980205,72.24,309619.21,150,117,111,33,6,37,3,male
295,193100,Asia,63,664,318.715998,3968.913869,38,150818.727,155,102,102,53,0,39,2,male
374,73700,Europe,80,699,425.790319,4419.027738,71.341463,315259.9057,126,85,72,41,13,27,8,male
62,16700,Asia,75,667,392.402029,4154.622067,73.142857,303880.9283,87,68,61,19,7,32,2,male
61,8800,'South America',93,879,517.39603,5747.920595,85.672727,492440.0335,142,113,102,29,11,43,8,male
93,67100,AsiaEurope,51,649,241.523656,3681.404047,154.916667,570310.8436,117,85,68,32,17,37,2,male
202,68000,Asia,72,572,372.394982,3529.197101,57.710526,203671.8222,95,55,43,40,12,37,2,male
140,129500,Asia,44,593,210.1173,3237.44295,20.25,65558.21973,134,96,79,38,17,32,4,male
62,2900,'North America',73,615,381.739327,3806.742104,70.714286,269191.0488,91,75,69,16,6,35,5,male
77,55500,Unknown,92,869,508.199065,5668.97534,103.922222,589132.515,137,95,81,42,14,47,6,male
93,261800,Europe,75,626,392.17102,3899.2405,72.918919,284328.4019,131,95,90,36,5,39,2,male
93,75100,Asia,70,751,359.421245,4603.091546,114,524752.4362,104,88,85,16,3,44,3,male
140,114500,Asia,81,634,432.75063,4019.464902,62.744186,252198.0536,109,82,73,27,9,35,3,male
46,6600,Asia,52,494,255.896674,2816.017221,36.666667,103253.9648,124,99,88,25,11,23,1,male
187,83900,Europe,88,750,483.10469,4844.573714,75.943396,367913.3811,119,79,54,40,25,40,2,male
358,91600,Asia,73,611,378.946151,3781.982805,57,215573.0199,102,52,30,50,22,34,3,male
139,82100,AsiaEurope,60,539,295.185169,3183.814031,94.153846,299768.3365,112,60,44,52,16,23,2,male
140,148400,Asia,38,733,178.074646,3846.730867,16.5,63471.05931,144,123,123,21,0,56,2,male
155,105800,Asia,69,688,352.749775,4202.664826,62.4375,262403.8851,169,159,154,10,5,42,2,male
109,20100,'North America',74,681,386.90947,4228.637742,125.532258,530830.4443,114,89,74,25,15,32,4,male
62,8200,'South America',87,650,473.743482,4187.913272,46.793478,195967.0287,126,75,51,51,24,32,2,male
61,27400,AsiaEurope,57,690,277.015662,4024.69411,48.043478,193360.304,115,103,99,12,4,51,5,male
140,107600,Asia,9,9,28.529325,28.529325,0,0,115,84,73,31,11,37,16,male
93,68100,Europe,58,518,287.935774,3034.434155,33.333333,101147.8052,124,105,105,19,0,38,3,male
280,86700,AsiaEurope,58,614,282.211433,3596.800331,95.384615,343079.4162,111,97,92,14,5,35,2,male
77,36900,'North America',89,725,487.997906,4694.906737,46.938776,220373.1734,113,88,88,25,0,29,3,male
92,68100,'North America',91,836,501.407584,5440.516319,107.5,584855.5043,152,114,91,38,23,45,5,male
218,74600,'South America',88,672,480.462774,4340.738048,108.837209,472433.8154,96,75,71,21,4,27,6,male
140,115700,Europe,87,594,473.610721,3827.108437,53.571429,205023.6662,128,96,89,32,7,21,4,male
233,68100,Asia,65,612,327.355712,3685.689102,59.464286,219166.8698,138,130,128,8,2,44,2,female
218,70300,Asia,60,722,294.846969,4264.77501,108.166667,461306.4969,113,106,102,7,4,44,2,male
171,35900,Asia,83,641,446.345678,4086.400275,85.534091,349526.5327,117,92,81,25,11,31,3,male
124,100300,Asia,62,689,309.460346,4102.441258,118.75,487164.8994,116,96,87,20,9,46,3,male
62,5800,Asia,50,584,244.184434,3296.012015,24.818182,81801.02546,141,95,70,46,25,36,2,male
93,68100,Asia,55,588,268.908114,3399.439512,58.117647,197567.4257,124,95,80,29,15,35,2,male
202,52800,Unknown,78,592,412.409407,3720.958114,59.560976,221623.8954,118,100,88,18,12,41,3,female
46,36000,Asia,72,550,372.2346,3393.458751,45.5,154402.3732,136,124,118,12,6,40,2,male
77,54900,Asia,26,54,100.362107,253.823745,10.857143,2755.800658,147,118,111,29,7,36,3,male
702,46100,Europe,90,846,495.844111,5492.107719,60.653846,333117.4567,125,101,97,24,4,43,5,male
93,71100,'North America',66,616,333.324018,3723.346778,94.2,350739.2664,114,71,54,43,17,23,2,male
218,74000,AsiaEurope,79,700,420.548856,4412.646524,66.358696,292817.4677,114,68,52,46,16,38,3,male
46,36800,Asia,90,812,494.555532,5271.384714,91.4375,482002.2398,161,100,64,61,36,43,5,male
93,68100,Asia,68,764,347.483062,4650.821611,68.571429,318913.4819,165,138,138,27,0,50,2,male
139,83700,Unknown,63,618,313.855186,3693.958993,89.103448,329144.484,128,88,77,40,11,33,3,male
62,11600,Europe,93,901,516.894612,5891.782089,98.944444,582959.1056,138,107,100,31,7,46,5,male
124,82400,Asia,57,623,288.320708,3633.890479,37.230769,135292.5378,179,9,-10,170,19,2,1,male
140,113300,Asia,58,729,290.477332,4270.468145,44.625,190569.641,202,173,170,29,3,52,3,male
108,84600,Asia,45,467,224.486764,2564.695396,20,51293.90792,116,86,77,30,9,27,3,male
109,48700,Asia,33,90,140.096405,453.995471,15.625,7093.67923,103,76,68,27,8,25,4,female
202,71900,Asia,46,494,217.578653,2728.639606,41.363636,112866.4564,135,117,116,18,1,41,2,male
46,16500,AsiaEurope,78,662,412.409407,4160.936269,85.878378,357334.4593,111,87,82,24,5,37,4,male
61,11800,Europe,89,899,488.323496,5821.684354,104.91,610752.9056,138,107,100,31,7,46,5,male
124,56300,Asia,81,523,432.608018,3315.741552,60.357143,200128.6865,108,60,47,48,13,25,4,male
93,51800,Asia,92,698,508.293191,4553.446245,62.727273,285625.2645,128,91,70,37,21,32,8,male
93,69100,AsiaEurope,68,597,345.989912,3634.215316,71.060606,258249.5429,118,77,77,41,0,31,2,female
296,93900,Asia,76,691,399.451068,4317.317912,71.647059,309323.1304,125,110,106,15,4,40,4,male
46,13400,Asia,65,668,327.355712,4022.941699,52.196429,209983.189,123,105,102,18,3,32,2,male
46,37800,Asia,79,551,419.227106,3473.383192,40.52381,140754.7189,125,88,79,37,9,21,2,female
233,115100,Asia,74,697,385.538546,4327.988996,55.944444,242126.9399,164,131,126,33,5,39,3,male
186,83900,Asia,74,697,385.538546,4327.988996,55.944444,242126.9399,164,131,126,33,5,39,3,male
