time(ms),time,memory(KB),memory,country,continent,program_vocabulary,program_length,calculated_estimated_program_length,volume,difficulty,effort,loc,slocP,lsloc,comments,blankLine,cyclomatic_complexity,numberOfFunction,gender
1528 ms,1528,32800 KB,32800,Brazil,South America,72,408,372.2746801,2517.329401,52.97297297,133350.4223,61,51,46,10,5,17,4,male
1497 ms,1497,21800 KB,21800,China,Asia,64,344,321.1317371,2064,58.92592593,121623.1111,63,49,41,14,8,16,3,male
468 ms,468,22700 KB,22700,China,Asia,98,448,552.134363,2963.39001,62.57894737,185445.8275,48,35,30,13,5,12,3,male
296 ms,296,20500 KB,20500,Indonesia,Asia,59,313,288.1860234,1841.267274,29.89285714,55040.7396,63,44,39,19,5,9,2,male
1466 ms,1466,18700 KB,18700,United Arab Emirates,Asia,58,307,281.8126557,1798.400166,34.53333333,62104.75238,63,46,36,17,10,15,3,male
468 ms,468,18800 KB,18800,India,Asia,58,324,282.5614107,1897.985842,36.96,70149.55674,87,68,59,19,9,13,2,male
826 ms,826,43900 KB,43900,China,Asia,61,293,302.2137048,1737.70604,35.28,61306.26909,51,44,43,7,1,15,2,male
249 ms,249,15200 KB,15200,India,Asia,59,367,290.8572701,2158.929999,28.59090909,61725.77134,67,51,49,16,2,13,2,male
794 ms,794,19700 KB,19700,Romania,Europe,62,303,309.4603455,1804.121482,37.20833333,67128.35348,79,41,8,38,33,12,3,male
1482 ms,1482,22100 KB,22100,South Korea,Asia,71,300,366.8663501,1844.924136,41.68333333,76902.58773,52,35,32,17,3,13,2,male
1544 ms,1544,55400 KB,55400,India,Asia,71,290,365.7235111,1783.426665,41.35294118,73749.93796,60,48,42,12,6,14,3,male
1512 ms,1512,22100 KB,22100,Belarus,Europe,67,312,339.6973857,1892.619827,47.03225806,89014.18414,58,46,39,12,7,13,4,male
295 ms,295,22000 KB,22000,Egypt,AsiaAfrica,71,329,365.6422056,2023.266802,41.14285714,83242.97701,54,38,32,16,6,10,2,male
1544 ms,1544,19400 KB,19400,India,Asia,75,331,392.2479866,2061.738987,36,74222.60352,73,49,32,24,17,11,2,male
265 ms,265,18700 KB,18700,Bangladesh,Asia,77,411,406.0022373,2575.649268,50,128782.4634,52,39,33,13,6,18,3,male
1528 ms,1528,21800 KB,21800,India,Asia,64,343,321.1317371,2058,58.24074074,119859.4444,62,50,44,12,6,16,3,male
1466 ms,1466,19500 KB,19500,Bangladesh,Asia,77,321,406.3031211,2011.63848,40.3255814,81120.49125,64,28,5,36,23,13,2,male
1512 ms,1512,17100 KB,17100,India,Asia,69,298,352.582306,1820.340288,40.33333333,73420.39162,65,48,37,17,11,12,3,male
1466 ms,1466,19500 KB,19500,Bangladesh,Asia,77,322,406.3031211,2017.905266,40.3255814,81373.20306,64,28,5,36,23,13,2,male
842 ms,842,21800 KB,21800,India,Asia,80,363,426.079159,2294.859898,37.43023256,85897.13969,69,47,35,22,12,11,2,male
1465 ms,1465,21800 KB,21800,India,Asia,64,358,321.1317371,2148,58.92592593,126572.8889,68,50,41,18,9,17,3,male
1512 ms,1512,21800 KB,21800,Syria,Asia,71,313,365.6422056,1924.870848,42.29166667,81405.9963,64,50,43,14,7,17,3,male
264 ms,264,18900 KB,18900,Vietnam,Asia,61,318,301.7363383,1885.974473,42.40384615,79972.57142,53,45,44,8,1,15,3,male
1450 ms,1450,18900 KB,18900,Brazil,South America,70,343,359.0910367,2102.344075,40.76470588,85701.43787,82,53,36,29,17,13,3,male
1450 ms,1450,21800 KB,21800,Israel,Asia,64,358,321.1317371,2148,58.92592593,126572.8889,68,50,41,18,9,17,3,male
842 ms,842,57300 KB,57300,India,Asia,64,343,320.4063545,2058,37.4137931,76997.58621,78,67,64,11,3,14,2,male
779 ms,779,19700 KB,19700,Iran,Asia,68,323,346.3298602,1966.250498,41.17741935,80965.1213,72,51,43,21,8,16,5,male
794 ms,794,36100 KB,36100,China,Asia,68,403,346.1173001,2453.247525,39.375,96596.6213,68,56,56,12,0,17,5,male
1606 ms,1606,20900 KB,20900,India,Asia,65,303,326.4650059,1824.777447,35.578125,64922.16012,64,47,36,17,11,13,2,male
265 ms,265,23700 KB,23700,India,Asia,74,363,385.5385456,2254.031572,52.77777778,118962.7774,58,43,39,15,4,15,3,male
280 ms,280,32800 KB,32800,Brazil,South America,73,417,378.8670746,2581.156841,54.48648649,140638.1673,63,53,48,10,5,17,4,male
217 ms,217,30300 KB,30300,Russia,AsiaEurope,61,356,301.3556992,2111.342492,52.88888889,111666.5585,63,48,42,15,6,12,3,male
1482 ms,1482,17300 KB,17300,India,Asia,60,329,295.6213103,1943.367006,34.3,66657.4883,82,67,62,15,5,14,2,male
217 ms,217,34300 KB,34300,India,Asia,74,346,386.4773318,2148.470865,44.625,95875.51233,91,76,71,15,5,16,3,male
811 ms,811,18700 KB,18700,Colombia,South America,74,315,385.4995491,1955.97781,38.5,75305.14569,50,34,34,16,0,15,2,male
1872 ms,1872,34600 KB,34600,China,Asia,73,403,379.1044231,2494.499297,37.05128205,92424.39704,62,54,54,8,0,11,3,male
1606 ms,1606,26400 KB,26400,India,Asia,72,301,372.2346001,1857.147425,32.5,60357.29133,55,41,33,14,8,15,2,male
468 ms,468,19800 KB,19800,Iran,Asia,0,0,0,0,0,0,60,50,47,10,3,15,2,male
218 ms,218,14900 KB,14900,Singapore,Asia,67,339,339.5249056,2056.404236,44.296875,91092.28137,57,44,41,13,3,11,2,male
1575 ms,1575,21800 KB,21800,India,Asia,62,415,307.5796744,2470.991469,66.17857143,163526.6854,82,59,41,23,18,16,3,male
623 ms,623,42000 KB,42000,Egypt,AsiaAfrica,68,440,346.3298602,2678.48365,51.91935484,139065.1431,77,64,57,13,7,20,4,male
374 ms,374,30400 KB,30400,Russia,AsiaEurope,72,404,372.2346001,2492.649701,58.5,145820.0075,66,54,47,12,7,14,3,male
155 ms,155,27400 KB,27400,China,Asia,83,485,446.1369639,3091.894124,55.64285714,172041.8231,57,7,7,50,0,4,1,male
748 ms,748,19700 KB,19700,Brazil,South America,79,374,419.4466845,2357.614,47.30232558,111520.625,64,46,37,18,9,14,4,male
265 ms,265,19000 KB,19000,China,Asia,71,398,365.8862514,2447.599354,44.90909091,109919.4619,66,53,53,13,0,14,4,male
857 ms,857,21900 KB,21900,China,Asia,87,393,474.2088866,2532.076794,47.53125,120352.7751,58,42,38,16,4,12,3,male
296 ms,296,38500 KB,38500,Ukraine,Europe,49,331,243.6596322,1858.468958,28.1875,52385.59376,58,48,48,10,0,20,3,male
826 ms,826,51500 KB,51500,India,Asia,15,23,58.60335893,89.8584837,0,0,63,54,50,9,4,10,2,male
234 ms,234,40400 KB,40400,Unknown,Unknown,70,349,359.4212455,2139.119773,54.03125,115579.3152,53,50,49,3,1,11,1,male
342 ms,342,34600 KB,34600,Taiwan,Asia,71,300,366.4572094,1844.924136,44.51612903,82128.88089,64,48,38,16,10,13,2,male
1481 ms,1481,21800 KB,21800,India,Asia,64,344,321.1317371,2064,58.92592593,121623.1111,63,49,41,14,8,16,3,male
1419 ms,1419,20200 KB,20200,Jordan,Asia,73,333,378.8670746,2061.211578,49.33333333,101686.4379,59,46,38,13,8,14,3,male
1418 ms,1418,21000 KB,21000,Ukraine,Europe,64,311,320.0450916,1866,43.68181818,81510.27273,57,37,31,20,6,8,2,male
1544 ms,1544,28600 KB,28600,Tajikistan,Asia,77,380,405.6268983,2381.378885,52.97297297,126148.7193,87,61,44,26,17,17,4,male
1559 ms,1559,19000 KB,19000,India,Asia,73,376,379.6596322,2327.374034,55.09375,128223.7632,78,53,38,25,15,16,3,male
264 ms,264,34900 KB,34900,India,Asia,59,324,290.159225,1905.976348,36,68615.14853,80,62,58,18,4,16,4,male
764 ms,764,15200 KB,15200,India,Asia,81,386,432.6080183,2447.182101,54.32142857,132934.4277,67,48,40,19,8,14,3,male
265 ms,265,34000 KB,34000,India,Asia,55,310,271.4804827,1792.221511,28,50182.20231,80,73,73,7,0,13,2,male
296 ms,296,36400 KB,36400,India,Asia,78,421,412.2613731,2646.154334,49,129661.5624,65,52,47,13,5,14,3,male
327 ms,327,15800 KB,15800,Russia,AsiaEurope,94,419,526.6008455,2746.372729,43.00847458,118117.3017,50,36,33,14,3,13,2,male
343 ms,343,71300 KB,71300,Ukraine,Europe,66,303,333.3240179,1831.451418,37.8,69228.86361,63,47,38,16,9,13,3,male
264 ms,264,17400 KB,17400,Unknown,Unknown,72,283,372.3949821,1746.088775,34,59367.01836,61,39,30,22,9,9,3,male
780 ms,780,19600 KB,19600,Iran,Asia,75,369,392.4020294,2298.434097,55.42857143,127398.9185,68,55,49,13,6,16,3,male
218 ms,218,30700 KB,30700,India,Asia,84,367,453.8154506,2345.980494,41.72340426,97882.29253,54,47,47,7,0,14,2,male
1559 ms,1559,21800 KB,21800,India,Asia,64,358,321.1317371,2148,58.92592593,126572.8889,68,50,41,18,9,17,3,female
1575 ms,1575,25400 KB,25400,India,Asia,64,358,321.1317371,2148,58.92592593,126572.8889,68,50,41,18,9,17,3,female
1497 ms,1497,21800 KB,21800,Bangladesh,Asia,64,364,321.1317371,2184,58.92592593,128694.2222,69,50,41,19,9,17,3,female
249 ms,249,18200 KB,18200,South Africa,Africa,75,328,392.17102,2043.05253,50.83783784,103864.3732,59,45,38,14,7,10,4,female
374 ms,374,32100 KB,32100,China,Asia,72,475,372.2746801,2930.714376,49.18918919,144159.4639,64,56,56,8,0,20,3,female
327 ms,327,32000 KB,32000,Iran,Asia,0,0,0,0,0,0,67,55,49,12,6,20,5,female
295 ms,295,24900 KB,24900,Cuba,North America,85,408,460.0105131,2615.031502,51.11111111,133657.1657,81,56,40,25,16,12,2,female
295 ms,295,18700 KB,18700,Ukraine,Europe,68,371,347.4830616,2258.448714,59.28571429,133893.7452,63,42,39,21,3,16,3,female
1621 ms,1621,21700 KB,21700,Unknown,Unknown,57,315,277.0156616,1837.360354,40.65217391,74692.69267,77,65,64,12,1,12,3,female
1513 ms,1513,13300 KB,13300,China,Asia,84,447,453.092115,2857.365888,53.63636364,153258.7158,64,24,24,40,0,8,2,female
187 ms,187,14900 KB,14900,China,Asia,87,523,473.9427998,3369.659448,48.5106383,163464.3307,51,0,0,51,0,0,2,female
920 ms,920,26000 KB,26000,India,Asia,61,302,303.4631705,1791.082676,36.34782609,65101.96161,77,49,41,28,8,9,2,female
1559 ms,1559,28000 KB,28000,India,Asia,52,277,249.0117739,1579.021802,38.08823529,60142.15393,62,44,39,18,5,11,2,female
342 ms,342,71300 KB,71300,Ukraine,Europe,81,386,432.536756,2447.182101,42.025,102842.8278,77,59,59,18,0,15,4,female
265 ms,265,41600 KB,41600,India,Asia,65,367,326.5538222,2210.208987,26.87096774,59390.4544,72,41,33,31,8,13,2,female
1528 ms,1528,28200 KB,28200,China,Asia,83,500,446.5546348,3187.519716,70.08888889,223409.7152,80,64,56,16,8,18,5,female
264 ms,264,21800 KB,21800,China,Asia,62,365,307.5796744,2173.281653,49.78571429,108198.3795,57,51,51,6,0,11,2,female
264 ms,264,32200 KB,32200,China,Asia,85,519,460.0105131,3326.473896,47.55555556,158192.3142,88,83,83,5,0,22,4,female
217 ms,217,11500 KB,11500,China,Asia,89,461,487.3483806,2985.313112,64.04444444,191192.7197,70,27,21,43,6,9,3,female
311 ms,311,80900 KB,80900,Vietnam,Asia,77,527,406.6799972,3302.596507,52.875,174624.7903,37,29,29,8,0,21,4,female
826 ms,826,57200 KB,57200,China,Asia,78,464,412.4094067,2916.42663,51.8902439,151334.0891,64,52,46,12,6,21,4,female
264 ms,264,18200 KB,18200,China,Asia,94,488,522.16205,3198.63936,41.2173913,131839.5701,48,33,33,15,0,20,8,female
295 ms,295,18200 KB,18200,China,Asia,94,488,522.16205,3198.63936,41.2173913,131839.5701,49,33,33,16,0,20,8,female
841 ms,841,31200 KB,31200,India,Asia,53,374,258.0246044,2142.24225,40.53333333,86832.2192,66,52,47,14,5,14,3,female
1528 ms,1528,21800 KB,21800,Egypt,AsiaAfrica,63,400,314.1308434,2390.911969,45.625,109085.3586,90,57,46,33,11,14,3,female
483 ms,483,57300 KB,57300,Kazakhstan,AsiaEurope,70,471,359.7107722,2886.892301,56.61290323,163435.3545,83,61,54,22,7,21,3,female
280 ms,280,22900 KB,22900,India,Asia,64,410,323.7015572,2460,32.08695652,78933.91304,94,72,64,22,8,19,5,female
810 ms,810,41600 KB,41600,India,Asia,39,389,190.8721876,2056.021463,18,37008.38634,58,36,34,22,2,12,2,female
249 ms,249,21800 KB,21800,Russia,AsiaEurope,71,352,366.1306865,2164.710986,53.625,116082.6266,87,59,39,28,20,16,3,female
233 ms,233,20000 KB,20000,Unknown,Unknown,56,366,274.4798955,2125.491901,27.44444444,58332.94441,86,50,35,36,15,12,2,female
280 ms,280,18900 KB,18900,China,Asia,100,529,564.385619,3514.599924,43.5,152885.0967,50,35,35,15,0,21,8,female
1481 ms,1481,21800 KB,21800,Bangladesh,Asia,60,368,295.6213103,2173.735739,56.7,123250.8164,80,61,54,19,7,15,3,female
264 ms,264,19700 KB,19700,Singapore,Asia,72,372,372.3949821,2295.212101,36.88235294,84652.82277,72,48,41,24,7,13,2,female
1138 ms,1138,41400 KB,41400,Bangladesh,Asia,90,538,495.0699333,3492.616966,62,216542.2519,87,64,53,23,11,22,7,female
311 ms,311,34900 KB,34900,India,Asia,59,390,294.7182822,2294.230789,30.75,70547.59677,74,46,41,28,5,14,3,female
264 ms,264,28600 KB,28600,India,Asia,72,510,372.8771238,3146.661751,55.625,175033.0599,82,64,58,18,6,15,3,female
748 ms,748,15800 KB,15800,Kazakhstan,AsiaEurope,77,433,405.7769322,2713.518572,45.65853659,123895.287,68,46,40,22,6,15,2,female
763 ms,763,21800 KB,21800,Bangladesh,Asia,61,382,302.2137048,2265.541663,58.32,132126.3898,82,62,55,20,7,15,3,female
296 ms,296,27600 KB,27600,India,Asia,74,384,385.6555921,2384.430092,50.14285714,119562.1375,72,57,57,15,0,15,3,female
1512 ms,1512,46200 KB,46200,China,Asia,89,612,487.7378322,3963.14886,65.77083333,260659.6031,85,17,17,68,0,5,1,female
280 ms,280,17400 KB,17400,India,Asia,72,377,372.3949821,2326.061726,37.13157895,86370.3446,87,50,34,37,16,11,4,female
77 ms,77,17200 KB,17200,China,Asia,108,584,622.8406536,3944.854301,73.58196721,290270.1399,63,6,-4,57,10,7,1,female
77 ms,77,17200 KB,17200,China,Asia,108,584,622.8406536,3944.854301,73.58196721,290270.1399,63,6,-4,57,10,7,1,female
763 ms,763,29900 KB,29900,South Korea,Asia,91,479,503.0010296,3117.233633,52.33962264,163154.832,89,62,58,27,4,16,3,female
686 ms,686,29900 KB,29900,South Korea,Asia,91,480,503.0010296,3123.741427,52.33962264,163495.4475,89,62,58,27,4,16,3,female
295 ms,295,19700 KB,19700,India,Asia,74,506,386.4773318,3141.983403,42.28571429,132861.0125,84,68,66,16,2,18,4,female
327 ms,327,42900 KB,42900,Bangladesh,Asia,93,574,516.8946117,3753.477158,59.58333333,223644.6806,100,76,64,24,12,24,7,female
483 ms,483,70600 KB,70600,China,Asia,86,618,466.692323,3971.431618,53.93181818,214186.528,98,75,71,23,4,26,5,female
233 ms,233,17900 KB,17900,Russia,AsiaEurope,67,367,339.6973857,2226.254733,56.90322581,126681.0758,85,51,43,34,8,12,3,female
764 ms,764,35900 KB,35900,India,Asia,50,365,246.0964047,2060.007509,32,65920.2403,80,59,57,21,2,16,4,female
436 ms,436,41600 KB,41600,China,Asia,75,442,392.4020294,2753.137861,35.875,98768.82077,77,67,67,10,0,21,3,female
1434 ms,1434,23600 KB,23600,Russia,AsiaEurope,64,344,320.0450916,2064,47.37096774,97773.67742,74,53,42,21,11,10,2,female
343 ms,343,24700 KB,24700,Poland,Europe,64,398,320.0450916,2388,31.40322581,74990.90323,85,69,62,16,7,12,2,female
265 ms,265,24700 KB,24700,China,Asia,99,531,557.4885414,3520.188365,56.49038462,198856.7947,75,45,42,30,3,15,5,female
1481 ms,1481,18900 KB,18900,Georgia,AsiaEurope,63,450,313.8551855,2689.775966,59.20689655,159253.2873,82,61,54,21,7,19,2,female
155 ms,155,33300 KB,33300,China,Asia,86,602,466.7930215,3868.611382,61.5,237919.6,93,60,49,33,11,26,5,female
342 ms,342,28500 KB,28500,India,Asia,45,300,227.6596322,1647.555929,20.5,33774.89654,85,68,68,17,0,12,2,female
405 ms,405,37400 KB,37400,China,Asia,93,571,517.3960298,3733.859681,52.50909091,196061.5774,78,65,61,13,4,20,4,female
452 ms,452,37400 KB,37400,China,Asia,93,577,517.3960298,3773.094634,52.50909091,198121.7691,78,65,61,13,4,20,4,female
1497 ms,1497,140000 KB,140000,Unknown,Unknown,66,491,336.5164318,2967.797513,50.75,150615.7238,105,66,63,39,3,17,3,female
421 ms,421,40600 KB,40600,Mexico,North America,75,524,392.17102,3263.900994,50.63157895,165256.4608,103,70,60,33,10,16,6,female
280 ms,280,18200 KB,18200,Russia,AsiaEurope,80,442,426.079159,2794.292218,37.43023256,104591.0076,91,47,39,44,8,11,3,female
826 ms,826,22300 KB,22300,India,Asia,0,0,0,0,0,0,86,68,68,18,0,13,2,female
811 ms,811,19600 KB,19600,Iran,Asia,66,357,334.0271833,2157.848701,44.10714286,95176.5409,91,57,45,34,12,14,2,female
327 ms,327,29900 KB,29900,India,Asia,89,622,487.5430078,4027.906194,58.53191489,235761.0626,121,87,82,34,5,23,4,female
311 ms,311,31300 KB,31300,Unknown,Unknown,83,653,446.3456778,4162.900749,54.95454545,228770.3184,91,68,68,23,0,24,5,female
842 ms,842,27500 KB,27500,China,Asia,77,515,407.6639356,3227.395068,48.96774194,158038.2488,91,48,48,43,0,13,5,female
1668 ms,1668,36000 KB,36000,Russia,AsiaEurope,46,433,231.2692727,2391.702327,24.6,58835.87724,116,71,54,45,17,17,2,female
405 ms,405,56300 KB,56300,China,Asia,79,562,421.065676,3542.72478,71.96875,254965.474,87,13,13,74,0,5,2,female
1544 ms,1544,33800 KB,33800,Bangladesh,Asia,60,513,296.1564001,3030.234876,36.75,111361.1317,106,97,92,9,5,29,4,female
295 ms,295,30700 KB,30700,India,Asia,46,430,217.5786534,2375.131641,27.04545455,64236.51484,111,88,78,23,10,18,2,female
389 ms,389,22900 KB,22900,China,Asia,97,611,544.8715078,4032.546747,60.40178571,243573.0245,84,70,70,14,0,21,4,female
826 ms,826,32600 KB,32600,China,Asia,77,533,407.6639356,3340.197226,48.96774194,163561.9158,92,49,49,43,0,13,5,female
436 ms,436,52600 KB,52600,India,Asia,89,563,487.5430078,3645.837922,59.87234043,218284.8492,92,78,78,14,0,25,4,female
280 ms,280,34900 KB,34900,Unknown,Unknown,58,289,283.5668306,1692.956508,42.71428571,72313.42797,108,54,48,54,6,16,4,female
1684 ms,1684,49800 KB,49800,China,Asia,105,823,603.0459669,5525.824061,76.33333333,421804.57,133,74,56,59,18,19,4,female
701 ms,701,66400 KB,66400,India,Asia,50,470,250.4773318,2652.612409,31.5,83557.29089,108,75,68,33,7,18,4,female
810 ms,810,21800 KB,21800,Germany,Europe,43,133,191.698301,721.6932124,32.88235294,23730.97092,93,73,67,20,6,18,4,female
888 ms,888,66400 KB,66400,India,Asia,50,467,250.4773318,2635.680841,31.5,83023.94648,108,75,68,33,7,18,4,female
1528 ms,1528,64100 KB,64100,Russia,AsiaEurope,60,512,297.5287411,3024.327985,69.95454545,211565.4895,98,82,74,16,8,24,3,female
811 ms,811,35300 KB,35300,India,Asia,58,391,285.8598074,2290.470569,38.95,89213.82867,106,87,84,19,3,9,3,female
436 ms,436,31700 KB,31700,China,Asia,97,560,543.5562547,3695.951192,63.60576923,235083.8186,104,74,51,30,23,26,3,female
265 ms,265,51000 KB,51000,China,Asia,86,619,467.1963626,3977.857883,60.85897436,242088.3509,129,68,49,61,19,25,5,female
373 ms,373,28900 KB,28900,Ukraine,Europe,66,529,333.6312234,3197.484489,69.53448276,222335.4301,108,64,56,44,8,20,3,female
467 ms,467,35400 KB,35400,China,Asia,80,593,426.6582949,3748.90336,49.38888889,185154.1715,103,79,79,24,0,23,4,female
249 ms,249,28900 KB,28900,Russia,AsiaEurope,97,510,543.5562547,3365.95555,53.65384615,180596.4612,91,66,57,25,9,24,7,female
264 ms,264,28900 KB,28900,Russia,AsiaEurope,97,512,543.5562547,3379.155375,53.65384615,181304.6826,91,66,57,25,9,24,7,female
467 ms,467,76700 KB,76700,China,Asia,85,574,459.8067162,3678.990397,55.6744186,204825.6514,113,33,33,80,0,9,1,female
249 ms,249,21800 KB,21800,Russia,AsiaEurope,90,487,494.5555318,3161.532458,49.875,157681.4313,89,43,36,46,7,9,3,female
1544 ms,1544,49900 KB,49900,Bangladesh,Asia,66,554,333.3240179,3348.594342,52.2,174796.6247,132,98,70,34,28,26,4,female
280 ms,280,35300 KB,35300,Belarus,Europe,45,439,212.7441865,2410.923509,24.5,59067.62598,156,70,17,86,53,20,6,female
951 ms,951,23300 KB,23300,Bangladesh,Asia,91,638,501.8524417,4151.97298,72.57,301308.6792,109,39,13,70,26,12,2,female
436 ms,436,35900 KB,35900,Syria,Asia,81,580,432.9647657,3677.113002,57.18181818,210264.0071,112,69,53,43,16,19,3,female
233 ms,233,30300 KB,30300,Japan,Asia,97,673,544.8715078,4441.741343,61.86607143,274793.0872,93,44,37,49,7,17,4,female
373 ms,373,74100 KB,74100,India,Asia,85,539,460.0105131,3454.661715,48.88888889,168894.5727,94,78,78,16,0,17,3,female
342 ms,342,59600 KB,59600,South Korea,Asia,94,596,522.6230769,3906.534956,63.23529412,247030.8869,113,94,81,19,13,26,6,female
264 ms,264,53800 KB,53800,Russia,AsiaEurope,63,499,320.925614,2982.662682,32.42105263,96701.06379,138,65,46,73,19,19,6,female
249 ms,249,23300 KB,23300,India,Asia,81,685,432.536756,4342.797252,59.45,258179.2966,124,88,88,36,0,21,6,female
1543 ms,1543,32300 KB,32300,China,Asia,114,739,665.3547617,5049.50572,76.02459016,383886.6029,98,74,70,24,4,31,7,female
889 ms,889,35200 KB,35200,Iran,Asia,74,582,385.6555921,3613.901859,80.22857143,289938.1834,115,81,68,34,13,23,5,female
248 ms,248,30300 KB,30300,Japan,Asia,96,675,536.6378566,4444.849688,68.11538462,302762.6461,99,50,44,49,6,17,4,female
436 ms,436,26200 KB,26200,Japan,Asia,84,738,452.9890166,4717.530258,82.85365854,390864.6411,152,115,98,37,17,28,5,female
1637 ms,1637,63900 KB,63900,Unknown,Unknown,60,477,304.2149912,2817.586814,33,92980.36487,118,69,52,49,17,18,4,female
265 ms,265,25300 KB,25300,Iran,Asia,48,502,244.9390249,2803.651175,25.8,72334.20032,113,56,26,57,30,22,6,female
